qid,type,question,gold,prediction,em,f1,chain_complete,gap_type,gold_entity_count,gold_entity_coverage,gold_pair_count,gold_pair_recall,gold_relation_recall,gold_pair_complete,gold_relation_complete,gold_evidence_nodes_connected,matched_gold_entities,missing_gold_entities,repair_attempted,repair_outcome,repair_triples_extracted,repair_triples_added,repair_llm_calls
7e32dd080bda11eba7f7acde48001122,compositional,What is the place of birth of the director of film I'M Not Mata Hari?,Madrid,Madrid,1.0,1.0,True,complete,3,1.0,2,1.0,0.5,True,False,True,Benito Perojo | I'm Not Mata Hari | Madrid,,False,not_attempted,0,0,0
8a742e660bdd11eba7f7acde48001122,compositional,What is the award that the director of film Napoleon (1995 Film) got?,Emmy Award,Emmy Award,1.0,1.0,True,complete,3,0.6666666666666666,2,0.5,0.0,False,False,False,Mario Andreacchio | Napoleon,Emmy Award,False,not_attempted,0,0,0
57c03881088f11ebbd72ac1f6bf848b6,bridge_comparison,"Which film has the director who was born first, The Girl In 419 or Dunked In The Deep?",The Girl In 419,The Girl In 419,1.0,1.0,False,missing_entities,7,0.8571428571428571,4,0.75,0.0,False,False,False,17 September 1900 | Alexander Hall | Dunked in the Deep | Jules White | The Girl In 419 | The Girl in 419,"January 11, 1894",True,repair_residual_gap,45,45,3
145752ee085e11ebbd5cac1f6bf848b6,comparison,Was Recep Çetin or Kim Ho born first?,Kim Ho,Kim Ho,1.0,1.0,True,complete,4,0.75,2,0.5,0.0,False,False,False,"Kim Ho | November 24, 1944 | Recep Çetin",1 October 1965,False,not_attempted,0,0,0
482773fc0baf11ebab90acde48001122,inference,Who is Robert Vere Buxton's paternal grandfather?,"Sir Edward Buxton, 2nd Baronet",Sir Edward Buxton,0.0,0.75,True,complete,3,1.0,2,0.5,0.0,False,False,False,"Francis Buxton | Robert Vere Buxton | Sir Edward Buxton, 2nd Baronet",,False,not_attempted,0,0,0
de64290e0bdd11eba7f7acde48001122,compositional,Where was the place of burial of Dovid Bornsztain's father?,Sochaczew,Not specified,0.0,0.0,True,complete,3,1.0,2,0.5,0.0,False,False,True,Dovid Bornsztain | Shmuel Bornsztain | Sochaczew,,False,not_attempted,0,0,0
fe1fa9c008d211ebbd96ac1f6bf848b6,comparison,Who was born first out of Ole Jakobsen and Finnbjörn Þorvaldsson?,Finnbjörn Þorvaldsson,Finnbjörn Þorvaldsson,1.0,1.0,True,complete,4,0.75,2,0.5,0.5,False,False,False,19 October 1942 | Finnbjörn Þorvaldsson | Ole Jakobsen,25 May 1924,False,not_attempted,0,0,0
b118f26308f011ebbda8ac1f6bf848b6,comparison,"Who was born later, Brahima Cissé or Väinö Malmivaara?",Brahima Cissé,Brahima Cissé,1.0,1.0,True,complete,4,0.75,2,0.5,0.0,False,False,False,10 February 1976 | Brahima Cissé | Väinö Malmivaara,7 November 1879,False,not_attempted,0,0,0
8df60c32088411ebbd6dac1f6bf848b6,comparison,Are The Untouchables (Film) and Meeting Venus from the same country?,yes,no,0.0,0.0,True,complete,7,0.42857142857142855,5,0.0,0.0,False,False,False,Hungary | Meeting Venus | The Untouchables (film),American | British | Japanese | yes,False,not_attempted,0,0,0
c4aa6c280bdb11eba7f7acde48001122,compositional,Who is the spouse of the director of film The Golden Calf (1930 Film)?,Mary Eaton,Mary Eaton,1.0,1.0,True,complete,3,1.0,2,1.0,0.0,True,False,True,Mary Eaton | Millard Webb | The Golden Calf,,False,not_attempted,0,0,0
6837abca0bb011ebab90acde48001122,inference,"Who is Princess Adrienne, Duchess Of Blekinge's mother?","Princess Madeleine, Duchess of Hälsingland and Gästrikland",Princess Madeleine,0.0,0.4444,False,missing_entities,3,0.6666666666666666,2,0.0,0.0,False,False,False,"Christopher O'Neill | Princess Madeleine, Duchess of Hälsingland and Gästrikland","Princess Adrienne of Sweden, Duchess of Blekinge",True,repair_residual_gap,15,15,2
55605b7a08b811ebbd88ac1f6bf848b6,comparison,"Which film was released more recently, Daredevil'S Time or Paid In Error?",Daredevil'S Time,Daredevil'S Time,1.0,1.0,False,missing_entities,5,0.8,2,0.5,0.0,False,False,False,1977 | Daredevil'S Time | Daredevil's Time | Paid in Error,1938,True,repair_residual_gap,58,58,7
363fd4380bda11eba7f7acde48001122,compositional,Where was the place of death of Teresa D'Entença's husband?,Barcelona,Unknown,0.0,0.0,False,short_chain,3,0.6666666666666666,2,0.5,0.0,False,False,False,Alfonso IV of Aragon | Teresa d'Entença,Barcelona,True,repair_residual_gap,5,5,1
18abce6a08ae11ebbd83ac1f6bf848b6,bridge_comparison,"Which film whose director is younger, I Was A Student At Heidelberg or Deadly Eyes?",Deadly Eyes,Deadly Eyes,1.0,1.0,False,missing_entities,6,0.8333333333333334,4,0.75,0.0,False,False,False,"Deadly Eyes | I Was a Student at Heidelberg | March 6, 1928 | Robert Clouse | Wolfgang Neff",8 September 1875,True,repair_residual_gap,36,36,8
e41c14820bd911eba7f7acde48001122,compositional,Where does the director of film Man At Bath work at?,Cahiers du cinéma,Paris,0.0,0.0,False,missing_entities,3,1.0,2,1.0,0.0,True,False,True,Cahiers du cinéma | Christophe Honoré | Man at Bath,,True,repair_residual_gap,22,22,2
c5e7570c0bdd11eba7f7acde48001122,compositional,Where did the director of film The Marihuana Story die?,Madrid,Madrid,1.0,1.0,True,complete,3,1.0,2,1.0,0.0,True,False,True,León Klimovsky | Madrid | The Marihuana Story,,True,repair_to_complete,16,16,4
dc80e30908da11ebbd9cac1f6bf848b6,comparison,"Which film came out earlier, Hell And Back Again or Buster & Chauncey'S Silent Night?",Buster & Chauncey'S Silent Night,Buster & Chauncey'S Silent Night,1.0,1.0,False,missing_entities,5,0.6,2,0.0,0.0,False,False,False,Buster & Chauncey'S Silent Night | Buster & Chauncey's Silent Night | Hell and Back Again,1998 | 2011,True,repair_residual_gap,31,31,5
daad21e40bdd11eba7f7acde48001122,compositional,Where was the husband of Emily Davenport born?,"Williamstown, Vermont","Williamstown, Vermont",1.0,1.0,True,complete,3,1.0,2,0.5,0.0,False,False,True,"Emily Goss Davenport | Thomas Davenport | Williamstown, Vermont",,False,not_attempted,0,0,0
f1a04d600bdb11eba7f7acde48001122,compositional,What is the place of birth of the director of film Dollar (1938 Film)?,Helsingfors,Helsingfors,1.0,1.0,False,short_chain,3,1.0,2,0.5,0.0,False,False,True,Dollar | Gustaf Molander | Helsingfors,,False,not_attempted,0,0,0
07d6f60c085c11ebbd5cac1f6bf848b6,bridge_comparison,"Which film has the director who is older than the other, The Man With The Glass Eye or The Pom Pom Girls? ",The Man With The Glass Eye,The Man With The Glass Eye,1.0,1.0,False,missing_entities,7,0.8571428571428571,4,0.5,0.0,False,False,False,"Alfred Vohrer | Joseph Ruben | May 10, 1950 | The Man With The Glass Eye | The Man with the Glass Eye | The Pom Pom Girls",29 December 1914,True,repair_residual_gap,81,81,8
1c16807e08a211ebbd7aac1f6bf848b6,bridge_comparison,"Which film has the director died earlier, The Nun And The Devil or Aladdin'S Other Lamp?",Aladdin'S Other Lamp,Aladdin'S Other Lamp,1.0,1.0,False,missing_entities,8,0.625,4,0.5,0.0,False,False,False,Aladdin'S Other Lamp | Aladdin's Other Lamp | Domenico Paolella | John H. Collins | The Nun and the Devil,"7 October 2002 | John H. Collins (director) | October 31, 1918",True,repair_residual_gap,61,61,7
f8fe7fc80bae11ebab90acde48001122,inference,Who is Shamsher Bahadur I (Krishna Rao)'s maternal grandfather?,Chhatrasal,Maharaja Chhatrasal,0.0,0.6667,False,missing_entities,3,0.6666666666666666,2,0.0,0.0,False,False,False,Krishna Rao | Mastani,Chhatrasal,True,repair_residual_gap,22,22,1
bc5a9fef086c11ebbd61ac1f6bf848b6,comparison,"Who died later, Giovanni Dei Conti Di Segni or Sakari Simelius?",Sakari Simelius,Sakari Simelius,1.0,1.0,True,complete,4,0.75,2,0.5,0.0,False,False,False,"18 May 1985 | Giovanni dei Conti di Segni | June 14, 1213",Sakari Simelius,True,repair_to_complete,9,9,1
bacc6ba00bdd11eba7f7acde48001122,compositional,Who is the child of the director of film Anna (1970 Film)?,Johan Donner,based solely on,0.0,0.0,True,complete,3,1.0,2,0.5,0.0,False,False,False,Anna | Johan Donner | Jörn Donner,,False,not_attempted,0,0,0
f1c093bc0bdc11eba7f7acde48001122,compositional,Where was the director of film Everybody'S Woman born?,Saarbrücken,Germany,0.0,0.0,False,disconnected,3,1.0,2,0.5,0.0,False,False,True,Everybody's Woman | Max Ophüls | Saarbrücken,,True,repair_residual_gap,14,14,3
2b9500fe0bde11eba7f7acde48001122,compositional,"What is the date of death of George Tryon, 1St Baron Tryon's father?",22 June 1893,22 June 1893,1.0,1.0,True,complete,3,0.6666666666666666,2,0.0,0.0,False,False,False,George Tryon | Major George Clement Tryon,22 June 1893,True,repair_to_complete,10,10,1
0a98773a0bdb11eba7f7acde48001122,compositional,What is the cause of death of performer of song Just Playing (Dreams)?,drive-by shooting,drive-by shooting,1.0,1.0,False,missing_entities,3,0.6666666666666666,2,0.0,0.0,False,False,False,Notorious B.I.G. | drive-by shooting,Just Playing,True,repair_residual_gap,9,9,1
07f2140e0bdc11eba7f7acde48001122,compositional,Where was the place of death of Flavia Domitilla (Saint)'s husband?,Roman,Unknown,0.0,0.0,True,complete,3,0.6666666666666666,2,0.5,0.0,False,False,False,Flavia Domitilla | Titus Flavius Clemens,Roman,False,not_attempted,0,0,0
5f1e6610092a11ebbdaeac1f6bf848b6,comparison,"Which album came out first, Bare Wires or Dead Vent 7?",Bare Wires,Bare Wires,1.0,1.0,True,complete,4,1.0,2,1.0,0.0,True,False,False,1968 | 1995 | Bare Wires | Dead Vent 7,,False,not_attempted,0,0,0
bac6c6d9092211ebbdaeac1f6bf848b6,comparison,"Do the movies Beyond The Reach and Mondovino, originate from the same country?",yes,yes,1.0,1.0,False,missing_entities,4,0.5,2,0.0,0.0,False,False,False,Beyond the Reach | Mondovino,American | yes,True,repair_residual_gap,44,44,7
8f4637ae0bdd11eba7f7acde48001122,compositional,Why did Edward Despenser (Died 1342)'s father die?,"hanged, drawn and quartered",Executed for treason,0.0,0.0,False,short_chain,3,0.3333333333333333,2,0.0,0.0,False,False,False,Edward le Despenser,"Hugh le Despenser | hanged, drawn and quartered",True,repair_residual_gap,12,12,1
92a7eb4a0bdd11eba7f7acde48001122,compositional,Where was the father of Clara Maria Of Pomerania-Barth born?,Wolgast,Franzburg,0.0,0.0,False,missing_entities,3,1.0,2,1.0,0.0,True,False,True,Bogislaw XIII | Clara Maria of Pomerania | Wolgast,,True,repair_residual_gap,19,19,2
11562eb0090711ebbdadac1f6bf848b6,comparison,Are both Son Of Rambow and From Bedrooms To Billions from the same country?,yes,yes,1.0,1.0,False,missing_entities,4,0.5,2,0.0,0.0,False,False,False,From Bedrooms to Billions | Son of Rambow,British | yes,True,repair_residual_gap,110,110,9
2ec440560bb011ebab90acde48001122,inference,Who is the maternal grandfather of Antiochus X Eusebes?,Ptolemy IX Lathyros,the answer must be,0.0,0.0,True,complete,3,1.0,2,0.5,0.0,False,False,True,Antiochus X Eusebes | Cleopatra IV | Ptolemy IX Lathyros,,False,not_attempted,0,0,0
36ba28ed089611ebbd76ac1f6bf848b6,comparison,Are Four Eyed Monsters and Joseph And The Amazing Technicolor Dreamcoat (Film) from the same country?,no,no,1.0,1.0,False,missing_entities,5,0.4,2,0.0,0.0,False,False,False,Four Eyed Monsters | Joseph and the Amazing Technicolor Dreamcoat (film),American | British | no,True,repair_residual_gap,33,33,6
3cddcc46086511ebbd5eac1f6bf848b6,comparison,Who was born first out of Peter Haslop and Barbara Nawratowicz?,Barbara Nawratowicz,Barbara Nawratowicz,1.0,1.0,True,complete,4,1.0,2,1.0,0.0,True,False,False,17 October 1941 | 19 November 1932 | Barbara Nawratowicz | Peter Haslop,,False,not_attempted,0,0,0
1793f8ec0bdb11eba7f7acde48001122,compositional,Where was the mother of Adela Of Pfalzel born?,Trier,FINAL,0.0,0.0,False,missing_entities,4,0.25,2,0.0,0.0,False,False,False,Irmina of Oeren,Adela | Irmina | Trier,True,repair_residual_gap,12,12,2
3641d5c60bda11eba7f7acde48001122,compositional,"Where was the place of burial of Ælfgar, Earl Of Mercia's mother?",Coventry,Not specified,0.0,0.0,False,missing_entities,3,1.0,2,0.5,0.0,False,False,False,Coventry | Godgifu | Ælfgar,,True,repair_residual_gap,8,8,1
39fa366e0bd911eba7f7acde48001122,compositional,When was the director of film Gilbert Dying To Die born?,11 November 1887,11 November 1887,1.0,1.0,False,missing_entities,3,0.6666666666666666,2,0.5,0.0,False,False,False,Gilbert Dying to Die | Maurice Elvey,11 November 1887,True,repair_residual_gap,30,30,2
ef0db64a08f311ebbdaaac1f6bf848b6,comparison,"Are both Temple Adath Israel (Owensboro, Kentucky) and Catalpa Farm located in the same country?",yes,yes,1.0,1.0,False,missing_entities,4,0.5,2,0.5,0.0,False,False,False,Catalpa Farm | United States,"Temple Adath Israel (Owensboro, Kentucky) | yes",True,repair_residual_gap,28,28,6
a7b3993a089011ebbd72ac1f6bf848b6,bridge_comparison,"Which film has the director born first, Who Is Without Sin or Lost In The Suburbs?",Lost In The Suburbs,Lost In The Suburbs,1.0,1.0,False,missing_entities,7,0.8571428571428571,4,0.75,0.0,False,False,False,17 August 1909 | Lost In The Suburbs | Lost in the Suburbs | Martin Frič | Raffaello Matarazzo | Who Is Without Sin,29 March 1902,True,repair_residual_gap,25,25,3
a039577208b711ebbd88ac1f6bf848b6,comparison,Did Jean Goulin and Matthew Of Albano share the same nationality?,yes,yes,1.0,1.0,False,missing_entities,4,0.5,2,0.0,0.0,False,False,False,Jean Goulin | Matthew of Albano,French | yes,True,repair_residual_gap,82,82,7
63d6efd308a911ebbd80ac1f6bf848b6,bridge_comparison,"Which film has the director born later, La Soif De L'Or or Forelsket I København?",Forelsket I København,Forelsket I København,1.0,1.0,True,complete,7,0.8571428571428571,4,0.75,0.5,False,False,False,29 April 1919 | Finn Henriksen | Forelsket I København | Forelsket i København | Gérard Oury | La Soif de l'or,29 January 1933,False,not_attempted,0,0,0
ceadeee60bdd11eba7f7acde48001122,compositional,What nationality is the director of film Una Luz En Mi Camino?,Chilean,Chilean,1.0,1.0,True,complete,3,0.6666666666666666,2,0.5,0.0,False,False,False,José Bohr | Una luz en mi camino,Chilean,False,not_attempted,0,0,0
51d93b7e0bdc11eba7f7acde48001122,compositional,What is the date of death of Patricia Thompson (Writer)'s father?,14 April 1930,14 April 1930,1.0,1.0,True,complete,3,0.6666666666666666,2,0.5,0.0,False,False,False,Patricia J. Thompson | Vladimir Mayakov,14 April 1930,False,not_attempted,0,0,0
421512620bdc11eba7f7acde48001122,compositional,"What nationality is George I, Landgrave Of Hesse-Darmstadt's mother?",German,German,1.0,1.0,False,missing_entities,3,0.6666666666666666,2,0.5,0.0,False,False,False,Christine of Saxony | George I of Hesse-Darmstadt,German,True,repair_residual_gap,11,11,1
838692a808b611ebbd88ac1f6bf848b6,bridge_comparison,"Which film has the director who died earlier, The Cruel Truth or The Deadly Companions?",The Cruel Truth,The Cruel Truth,1.0,1.0,True,complete,6,0.8333333333333334,4,0.5,0.0,False,False,False,"December 28, 1984 | Phil Rosen | Sam Peckinpah | The Cruel Truth | The Deadly Companions","October 22, 1951",False,not_attempted,0,0,0
18350dd2087e11ebbd6bac1f6bf848b6,bridge_comparison,"Which film has the director died first, Kid With The Golden Arm or Corazón De Criolla?",Corazón De Criolla,Corazón De Criolla,1.0,1.0,False,missing_entities,7,1.0,4,0.75,0.0,False,False,False,22 June 2002 | 29 January 1943 | Chang Cheh | Corazón De Criolla | Corazón de criolla | José A. Ferreyra | Kid with the Golden Arm,,True,repair_residual_gap,26,26,6
4397f3460bde11eba7f7acde48001122,compositional,What is the place of birth of the performer of song Somebody Slap Me?,Apopka,"Apopka, Florida",0.0,0.6667,True,complete,3,0.6666666666666666,2,0.5,0.0,False,False,False,John Anderson | Somebody Slap Me,Apopka,False,not_attempted,0,0,0
e3477e760bdd11eba7f7acde48001122,compositional,Where was the place of death of the founder of Western Auto?,California,"Kansas City, Missouri",0.0,0.0,False,short_chain,3,1.0,2,0.5,0.0,False,False,True,California | George Pepperdine | Western Auto,,False,not_attempted,0,0,0
ca4bbe1a08f811ebbdaaac1f6bf848b6,comparison,"Which film was released first, The Borrower or Sheba, Baby?","Sheba, Baby","Sheba, Baby",1.0,1.0,True,complete,4,0.5,2,0.0,0.0,False,False,False,"Sheba, Baby | The Borrower",1975 | 1991,True,repair_to_complete,14,14,1
5f92f6f808f611ebbdaaac1f6bf848b6,comparison,"Who was born first, Willi Billmann or Henry Oliver Walker?",Henry Oliver Walker,Henry Oliver Walker,1.0,1.0,True,complete,4,0.75,2,0.5,0.5,False,False,False,15 January 1911 | Henry Oliver Walker | Willi Billmann,"May 14, 1843",False,not_attempted,0,0,0
5bbff10e0bdd11eba7f7acde48001122,compositional,Which country the founder of St James Holdings is from?,British,Britain,0.0,0.0,False,missing_entities,3,0.3333333333333333,2,0.0,0.0,False,False,False,Mike Ashley,British | St James Holdings,True,repair_residual_gap,4,4,1
68dd6b9a0bd911eba7f7acde48001122,compositional,Who is the father of the director of film The Cup (1999 Film)?,Thinley Norbu,Thinley Norbu,1.0,1.0,True,complete,3,1.0,2,0.5,0.0,False,False,True,Khyentse Norbu | The Cup | Thinley Norbu,,False,not_attempted,0,0,0
416ee34a0bde11eba7f7acde48001122,compositional,Where did Margaret Of Bar's father die?,Gaza,Gaza,1.0,1.0,False,missing_entities,3,1.0,2,1.0,0.0,True,False,True,Gaza | Henry II of Bar | Margaret of Bar,,True,repair_residual_gap,8,8,2
3ad797c60bdd11eba7f7acde48001122,compositional,What nationality is the director of film Agent X44?,Philippines,Filipino,0.0,0.0,False,short_chain,4,0.75,2,0.5,0.0,False,False,False,Agent X44 | Joyce Bernal | Joyce E. Bernal,Philippines,False,not_attempted,0,0,0
7f33795908a911ebbd80ac1f6bf848b6,comparison,"Which film was released more recently, Shanghai Dreams or Canadian Mounties Vs. Atomic Invaders?",Shanghai Dreams,Shanghai Dreams,1.0,1.0,True,complete,4,0.75,2,0.5,0.0,False,False,False,2005 | Canadian Mounties vs. Atomic Invaders | Shanghai Dreams,1953,False,not_attempted,0,0,0
528a55ee0bdc11eba7f7acde48001122,compositional,"Who is the spouse of the performer of song Et Moi, Et Moi, Et Moi?",Françoise Hardy,Françoise Hardy,1.0,1.0,True,complete,3,1.0,2,1.0,0.0,True,False,True,"Et moi, et moi, et moi | Françoise Hardy | Jacques Dutronc",,True,repair_to_complete,4,4,1
6e90d9d60bda11eba7f7acde48001122,compositional,Where was the place of death of Topa Inca Yupanqui's father?,Cusco,Cusco,1.0,1.0,True,complete,3,1.0,2,0.0,0.0,False,False,False,Cusco | Pachacuti | Túpac Inca Yupanqui,,True,repair_to_complete,4,4,2
08234350085111ebbd58ac1f6bf848b6,bridge_comparison,"Which film has the director born later, We Go Fast or How To Succeed With Sex?",How To Succeed With Sex,How To Succeed With Sex,1.0,1.0,False,missing_entities,7,0.8571428571428571,4,0.5,0.0,False,False,False,"Bert I. Gordon | How To Succeed With Sex | How to Succeed with Sex | September 24, 1922 | We Go Fast | William C. McGann","April 15, 1893",True,repair_residual_gap,7,7,2
933d94640bd911eba7f7acde48001122,compositional,When was Ebba Busch Thor's husband born?,21 February 1986,21 February 1986,1.0,1.0,True,complete,3,1.0,2,0.0,0.0,False,False,True,21 February 1986 | Ebba Busch Thor | Niklas Busch Thor,,False,not_attempted,0,0,0
2de78ab2092111ebbdaeac1f6bf848b6,comparison,"Which film was released first, A Little Bit Zombie or Carolyn Of The Corners?",Carolyn Of The Corners,Carolyn Of The Corners,1.0,1.0,False,missing_entities,5,0.6,2,0.0,0.0,False,False,False,A Little Bit Zombie | Carolyn Of The Corners | Carolyn of the Corners,1919 | 2012,True,repair_residual_gap,33,33,6
09f2f12c0bde11eba7f7acde48001122,compositional,What is the place of birth of the director of film Little Darlings?,Clifton,"Clifton, New Jersey",0.0,0.5,True,complete,3,0.6666666666666666,2,0.5,0.0,False,False,False,Little Darlings | Ronald F. Maxwell,Clifton,False,not_attempted,0,0,0
bf67b3e7089e11ebbd78ac1f6bf848b6,comparison,"Who died later, Pierre Lemonnier or Hasanaga Sadigov?",Hasanaga Sadigov,Hasanaga Sadigov,1.0,1.0,True,complete,4,0.5,2,0.0,0.0,False,False,False,Hasanaga Sadigov | Pierre Lemonnier,1 August 2018 | 27 November 1757,True,repair_to_complete,19,19,1
81502a9c08c211ebbd8cac1f6bf848b6,comparison,Are Robin Lynn Macy and Kawaipuna Prejean of the same nationality?,yes,yes,1.0,1.0,True,complete,5,0.4,2,0.0,0.0,False,False,False,Kawaipuna Prejean | Robin Lynn Macy,American | U.S. | yes,False,not_attempted,0,0,0
9cd4f8260bdb11eba7f7acde48001122,compositional,Where was the place of death of Allah Verdi Mirza Farman Farmaian's father?,Tehran,Tehran,1.0,1.0,True,complete,4,1.0,2,1.0,0.0,True,False,True,Abdol Hossein Mirza Farmanfarma | Abdol-Hossein Farman Farma | Allah Verdi Mirza Farman Farmaian | Tehran,,True,repair_to_complete,4,4,1
20beaf000bb011ebab90acde48001122,inference,"Who is the mother-in-law of Ursula Pole, Baroness Stafford?","Eleanor Percy, Duchess of Buckingham",Eleanor Percy,0.0,0.5714,True,complete,3,1.0,2,1.0,0.0,True,False,True,"Eleanor Percy, Duchess of Buckingham | Henry Stafford, 1st Baron Stafford | Ursula Pole, Baroness Stafford",,False,not_attempted,0,0,0
1762c76b08f211ebbdaaac1f6bf848b6,comparison,"Which film was released earlier, Junda Iman Gunda or Overheard 3?",Junda Iman Gunda,Junda Iman Gunda,1.0,1.0,True,complete,4,0.5,2,0.0,0.0,False,False,False,Junda Iman Gunda | Overheard 3,2007 | 2014,False,not_attempted,0,0,0
c0521bca087611ebbd67ac1f6bf848b6,comparison,"Are both bands, The Church (Band) and Kookies N Kream, from the same country?",yes,yes,1.0,1.0,True,complete,4,0.75,2,0.0,0.0,False,False,False,Australia | Kookies N Kream | The Church (band),yes,False,not_attempted,0,0,0
0290cd840baf11ebab90acde48001122,inference,"Who is Donnchadh Iv, Earl Of Fife's father-in-law?",Ralph de Monthermer,Ralph de Monthermer,1.0,1.0,True,complete,3,1.0,2,0.5,0.0,False,False,False,"Donnchadh IV, Earl of Fife | Mary de Monthermer | Ralph de Monthermer",,True,repair_to_complete,23,23,1
d43c730a086d11ebbd62ac1f6bf848b6,comparison,"Which film was released more recently, The Silver Trail or Raja Nandini?",Raja Nandini,Raja Nandini,1.0,1.0,False,short_chain,4,0.5,2,0.0,0.0,False,False,False,Raja Nandini | The Silver Trail,1937 | 1958,False,not_attempted,0,0,0
8113911c086911ebbd5eac1f6bf848b6,comparison,"Who is younger, Curuppumullage Jinarajadasa or W. K. Mcneil?",W. K. Mcneil,W. K. McNeil,1.0,1.0,False,short_chain,5,0.2,2,0.0,0.0,False,False,False,Curuppumullage Jinarajadasa,"16 December 1875 | August 13, 1940 | W. K. McNeil | W. K. Mcneil",True,repair_residual_gap,9,9,1
675bb53e0bdd11eba7f7acde48001122,compositional,Where does Andy Smith (Entrepreneur)'s wife work at?,Stanford,Stanford Graduate School of Business,0.0,0.3333,True,complete,3,0.6666666666666666,2,0.0,0.0,False,False,False,Andy Smith | Jennifer Aaker,Stanford,False,not_attempted,0,0,0
1f8a07d20bde11eba7f7acde48001122,compositional,Who is the father of the performer of song Still (Tim Mcgraw Song)?,Tug McGraw,Tug McGraw,1.0,1.0,False,missing_entities,3,1.0,2,0.5,0.0,False,False,False,Still | Tim McGraw | Tug McGraw,,True,repair_residual_gap,7,7,1
3bd5e3b00bda11eba7f7acde48001122,compositional,When did Augustus Henry Seward's mother die?,"June 21, 1865","June 21, 1865",1.0,1.0,True,complete,3,0.6666666666666666,2,0.5,0.5,False,False,False,Augustus Henry Seward | Frances Adeline Seward,"June 21, 1865",False,not_attempted,0,0,0
654d03c80bd911eba7f7acde48001122,compositional,Where was the place of death of the director of film The Great Jewel Robber?,Hollywood,England,0.0,0.0,True,complete,3,1.0,2,1.0,0.0,True,False,True,Hollywood | Peter Godfrey | The Great Jewel Robber,,False,not_attempted,0,0,0
a07044500bda11eba7f7acde48001122,compositional,Where was the place of burial of Michael Wayne's father?,California,Not specified,0.0,0.0,True,complete,3,0.6666666666666666,2,0.0,0.0,False,False,False,John Wayne | Michael Wayne,California,True,repair_to_complete,34,34,5
17cf260e097811ebbdb0ac1f6bf848b6,comparison,"Are both villages, Chausy, Bryansk Oblast and Lyapunovo, located in the same country?",yes,yes,1.0,1.0,True,complete,4,0.5,2,0.5,0.0,False,False,False,Lyapunovo | Russia,"Chausy, Bryansk Oblast | yes",True,repair_to_complete,7,7,1
060505ae089211ebbd73ac1f6bf848b6,bridge_comparison,Are the directors of both films The Snake Brothers and Kooky from the same country?,yes,yes,1.0,1.0,True,complete,6,0.8333333333333334,4,0.75,0.0,False,False,False,Czech | Jan Prušinovský | Jan Svěrák | Kooky | The Snake Brothers,yes,False,not_attempted,0,0,0
1ef146ac087111ebbd63ac1f6bf848b6,bridge_comparison,Do both The Paris Waltz and Gibraltar (1964 Film) films have the directors from the same country?,yes,yes,1.0,1.0,True,complete,6,0.5,4,0.25,0.0,False,False,False,Marcel Achard | Pierre Gaspard-Huit | The Paris Waltz,French | Gibraltar (1964 film) | yes,False,not_attempted,0,0,0
0a9f880a0bda11eba7f7acde48001122,compositional,Who is the spouse of the director of film The Dressmaker From Paris?,Jean Harlow,Jean Harlow,1.0,1.0,False,missing_entities,3,1.0,2,1.0,0.0,True,False,True,Jean Harlow | Paul Bern | The Dressmaker from Paris,,True,repair_residual_gap,8,8,1
0eda53600bde11eba7f7acde48001122,compositional,What nationality is the director of film On The Trail Of Igor Rizzi?,French,Canadian,0.0,0.0,False,missing_entities,3,0.6666666666666666,2,0.5,0.0,False,False,False,Noël Mitrani | On the Trail of Igor Rizzi,French,True,repair_residual_gap,32,32,2
9766cddc0bdc11eba7f7acde48001122,compositional,Where did the composer of film The Merry Monahans die?,Studio City,Studio City,1.0,1.0,True,complete,3,1.0,2,0.5,0.5,False,False,False,Hans J. Salter | Studio City | The Merry Monahans,,True,repair_to_complete,6,6,3
9900c8200bda11eba7f7acde48001122,compositional,"Where did the director of film Baree, Son Of Kazan (1918 Film) die?","Santa Barbara, California","Santa Barbara, California",1.0,1.0,False,missing_entities,3,1.0,2,1.0,0.0,True,False,True,"Baree, Son of Kazan | David Smith | Santa Barbara, California",,True,repair_residual_gap,10,10,1
8ba66b4c0bdc11eba7f7acde48001122,compositional,What is the date of death of the director of film Det Kunne Vært Deg?,14 July 2008,24 June 1976,0.0,0.0,True,complete,3,1.0,2,1.0,0.0,True,False,True,14 July 2008 | Det kunne vært deg | Henki Kolstad,,False,not_attempted,0,0,0
302aa8f9087811ebbd67ac1f6bf848b6,comparison,"Which film was released more recently, Bhanwarey or Harlem Nights?",Bhanwarey,Bhanwarey,1.0,1.0,True,complete,4,0.5,2,0.0,0.0,False,False,False,Bhanwarey | Harlem Nights,1989 | 2017,False,not_attempted,0,0,0
c8d8cca208b511ebbd88ac1f6bf848b6,comparison,"Are both movies, A Thousand Stars Aglitter and Wild (2016 Film), from the same country?",yes,yes,1.0,1.0,True,complete,4,0.25,2,0.0,0.0,False,False,False,A Thousand Stars Aglitter,German | Wild (2016 film) | yes,False,not_attempted,0,0,0
299505620baf11ebab90acde48001122,inference,Who is Magdalene Of Jülich-Cleves-Berg's father-in-law?,"Wolfgang, Count Palatine of Zweibrücken",Wolfgang of Zweibrücken,0.0,0.75,False,missing_entities,3,1.0,2,0.5,0.0,False,False,False,"John I | Magdalene of Jülich-Cleves-Berg | Wolfgang, Count Palatine of Zweibrücken",,True,repair_residual_gap,15,15,1
