qid,question,gold,current,current_rule,current_em,current_f1,best_answer,best_source,best_field,best_em,best_f1,classification,exact_candidate_sources
5a76fda05542994aec3b71b0,Martin Flavin and Peter Benchley both did what occupation?,novelist,writer,current_v4,0,0.0000,writer,hotpot1000_comagraag_body_selector_v4,answer,0,0.0000,no_candidate_overlap,
5ae234385542992decbdcc59,in 1992 Spengler Cup all matches were played at the home arena of what professional Swiss ice hockey club ,HC Davos,HC Davos,current_v4,1,1.0000,HC Davos,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=HC Davos | hotpot1000_comagraag_body_selector_v4:prediction=HC Davos | hotpot1000_comagraag_body_selector_v4:current_answer=HC Davos | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=HC Davos | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=HC Davos
5a821c95554299676cceb219,"The subject of McGinniss' 1983 book ""Fatal Vision"" was convicted of murder in what year?",1979,1979,current_v4,1,1.0000,1979,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=1979 | hotpot1000_comagraag_body_selector_v4:prediction=1979 | hotpot1000_comagraag_body_selector_v4:current_answer=1979 | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=1979 | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=1979
5ab29956554299194fa9342d,The 1989 Batman film was produced by Jon Peters and a man that is the CEO of what company?,Mandalay Entertainment,Warner Bros.,current_v4,0,0.0000,Warner Bros.,hotpot1000_comagraag_body_selector_v4,answer,0,0.0000,no_candidate_overlap,
5a74fd6d5542993748c8977d,"What day of the week does the Korean cooking-variety program featuring the owner of ""Dear. bread"" air?",Mondays,Friday,current_v4,0,0.0000,Friday,hotpot1000_comagraag_body_selector_v4,answer,0,0.0000,no_candidate_overlap,
5a8a265b5542992d82986ecc,"Between Frederick King Keller and Ian Schneider, which filmmaker had more diverse job experiences?",Frederick King Keller,Frederick King Keller,current_v4,1,1.0000,Frederick King Keller,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=Frederick King Keller | hotpot1000_comagraag_body_selector_v4:prediction=Frederick King Keller | hotpot1000_comagraag_body_selector_v4:current_answer=Frederick King Keller | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=Frederick King Keller | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=Frederick King Keller
5adbe0df554299438c868cc0,"Which writer was ordained to priesthood, W. Somerset Maugham or Thomas Merton?",Thomas Merton,Thomas Merton,current_v4,1,1.0000,Thomas Merton,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=Thomas Merton | hotpot1000_comagraag_body_selector_v4:prediction=Thomas Merton | hotpot1000_comagraag_body_selector_v4:current_answer=Thomas Merton | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=Thomas Merton | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=Thomas Merton
5a7345ed5542992359bc32ce,Which field of studies did Semyon Aranovich Gershgorin and Anatoly Maltsev work in?,He was a mathematician,mathematics,current_v4,0,0.0000,mathematics,hotpot1000_comagraag_body_selector_v4,answer,0,0.0000,no_candidate_overlap,
5a88651b55429938390d3f45,"Which play is set in one act, Bluebeard's Castle or Agrippina?",Bluebeard's Castle,Bluebeard's Castle,current_v4,1,1.0000,Bluebeard's Castle,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=Bluebeard's Castle | hotpot1000_comagraag_body_selector_v4:prediction=Bluebeard's Castle | hotpot1000_comagraag_body_selector_v4:current_answer=Bluebeard's Castle | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=Bluebeard's Castle | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=Bluebeard's Castle
5a8c90db554299653c1aa0bf,Is the building located at 200 West Street taller than the one at 888 7th Avenue?,yes,Yes,current_v4,1,1.0000,Yes,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=Yes | hotpot1000_comagraag_body_selector_v4:prediction=Yes | hotpot1000_comagraag_body_selector_v4:current_answer=Yes | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=Yes | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=Yes
5a8b91d25542995d1e6f13fc,What occupation have Carly Gullickson and Francesca Schiavone both held?,professional tennis player.,tennis player,current_v4,0,0.8000,tennis player,hotpot1000_comagraag_body_selector_v4,answer,0,0.8000,partial_candidate_no_improvement,
5a8762205542996e4f3087b8,are Tinto Brass and Baltasar Kormákur both from the same country ?,no,no,current_v4,1,1.0000,no,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=no | hotpot1000_comagraag_body_selector_v4:prediction=no | hotpot1000_comagraag_body_selector_v4:current_answer=no | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=no | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=no
5a81b92a5542995ce29dcc52,"Which college is located in the United States, University of Delaware of University of Debrecen?",University of Delaware,University of Delaware,current_v4,1,1.0000,University of Delaware,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=University of Delaware | hotpot1000_comagraag_body_selector_v4:prediction=University of Delaware | hotpot1000_comagraag_body_selector_v4:current_answer=University of Delaware | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=University of Delaware | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=University of Delaware
5ae4d7fc5542990ba0bbb16f,Are both Stephen R. Donaldson and Michael Moorcock science fiction writers?,yes,yes,current_v4,1,1.0000,yes,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=yes | hotpot1000_comagraag_body_selector_v4:prediction=yes | hotpot1000_comagraag_body_selector_v4:current_answer=yes | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=yes | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=yes
5adf37955542993a75d2642e,"What year did the actor, who appeared in ""One Life to Live"" and ""General Hospital"" in 2012, earn a Daytime Emmy Award?",1994,2013,current_v4,0,0.0000,2013,hotpot1000_comagraag_body_selector_v4,answer,0,0.0000,no_candidate_overlap,
5adfb790554299603e418389,What do Eragrostis and Rhexia have in common?,plant genus,Both are genera of flowering plants.,current_v4,0,0.0000,Both are genera of flowering plants.,hotpot1000_comagraag_body_selector_v4,answer,0,0.0000,no_candidate_overlap,
5abc7d6d5542993a06baf8f3,Kevin Yorn an American entertainment attorney who represents an Australian actor who  played the role of Josh Taylor in what soap opera?,Neighbours,Neighbours,current_v4,1,1.0000,Neighbours,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=Neighbours | hotpot1000_comagraag_body_selector_v4:prediction=Neighbours | hotpot1000_comagraag_body_selector_v4:current_answer=Neighbours | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=Neighbours | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=Neighbours
5ae2d59755429928c42394ec,"Who has a wider scope of profession, Hrag Vartanian or Hovsep Pushman?",Hrag Vartanian,Hrag Vartanian,current_v4,1,1.0000,Hrag Vartanian,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=Hrag Vartanian | hotpot1000_comagraag_body_selector_v4:prediction=Hrag Vartanian | hotpot1000_comagraag_body_selector_v4:current_answer=Hrag Vartanian | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=Hrag Vartanian | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=Hrag Vartanian
5a8637415542994775f60724,"Which species is native to Asia, Corokia or Rhodotypos?",Rhodotypos,Rhodotypos,current_v4,1,1.0000,Rhodotypos,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=Rhodotypos | hotpot1000_comagraag_body_selector_v4:prediction=Rhodotypos | hotpot1000_comagraag_body_selector_v4:current_answer=Rhodotypos | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=Rhodotypos | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=Rhodotypos
5a81d0515542990a1d231ed4,Where is the casino that Summer Nights takes place in?,"Las Vegas Strip in Paradise, Nevada",Flamingo Las Vegas,current_v4,0,0.4444,Flamingo Las Vegas,hotpot1000_comagraag_body_selector_v4,answer,0,0.4444,partial_candidate_no_improvement,
5a78c69e55429974737f787c,"Who was born first, Ronnie Radke or Dave Brockie?",Dave Brockie,Dave Brockie,current_v4,1,1.0000,Dave Brockie,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=Dave Brockie | hotpot1000_comagraag_body_selector_v4:prediction=Dave Brockie | hotpot1000_comagraag_body_selector_v4:current_answer=Dave Brockie | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=Dave Brockie | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=Dave Brockie
5a711ef85542994082a3e5ac,"Which hospital, the Psychiatric Institute of Washington or Howard University Hospital, is known for serving the African American community including former slaves?",Howard University Hospital,Howard University Hospital,current_v4,1,1.0000,Howard University Hospital,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=Howard University Hospital | hotpot1000_comagraag_body_selector_v4:prediction=Howard University Hospital | hotpot1000_comagraag_body_selector_v4:current_answer=Howard University Hospital | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=Howard University Hospital | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=Howard University Hospital
5a8008b95542992097ad2fcf,"The Light Princess was inspired by ""what"" literary tale published by Charles Perrault in 1697?",Sleeping Beauty,Sleeping Beauty,current_v4,1,1.0000,Sleeping Beauty,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=Sleeping Beauty | hotpot1000_comagraag_body_selector_v4:prediction=Sleeping Beauty | hotpot1000_comagraag_body_selector_v4:current_answer=Sleeping Beauty | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=Sleeping Beauty | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=Sleeping Beauty
5ade949b5542997c77adee63,The city Charles Prince Airport is approximately 16 km northwest of was called Salisbury until what year?,1982,1982,current_v4,1,1.0000,1982,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=1982 | hotpot1000_comagraag_body_selector_v4:prediction=1982 | hotpot1000_comagraag_body_selector_v4:current_answer=1982 | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=1982 | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=1982
5a82626655429966c78a6a08,"Who has been a member of more music bands, Ian MacKaye or Brody Dalle?",Ian Thomas Garner MacKaye,Ian Thomas Garner MacKaye,current_v4,1,1.0000,Ian Thomas Garner MacKaye,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=Ian Thomas Garner MacKaye | hotpot1000_comagraag_body_selector_v4:prediction=Ian Thomas Garner MacKaye | hotpot1000_comagraag_body_selector_v4:current_answer=Ian Thomas Garner MacKaye | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=Ian Thomas Garner MacKaye | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=Ian Thomas Garner MacKaye
5ac23f98554299636651994b,The Companions were the first of what type of cavalry?,Shock troops,shock cavalry,current_v4,0,0.5000,shock cavalry,hotpot1000_comagraag_body_selector_v4,answer,0,0.5000,partial_candidate_no_improvement,
5ab4eecb55429942dd415faa,Did the band Daniel Amos experiment with the same genre of music performed by Digital Summer?,no,no,current_v4,1,1.0000,no,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=no | hotpot1000_comagraag_body_selector_v4:prediction=no | hotpot1000_comagraag_body_selector_v4:current_answer=no | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=no | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=no
5ab2c418554299545a2cfa67,Ckm wz. 25 Hotchkiss was a Polish derivative of what machine gun that became the standard machine gun of the French Army during World War I?,Mle 1914 Hotchkiss machine gun,Hotchkiss M1914,current_v4,0,0.2857,Hotchkiss M1914,hotpot1000_comagraag_body_selector_v4,answer,0,0.2857,partial_candidate_no_improvement,
5a8639545542991e771815c7,"Whose given first name is longer, Theo Angelopoulos and Budd Boetticher (nicknames)?","Theodoros ""Theo"" Angelopoulos",Theo,current_v4,0,0.5000,Theo Angelopoulos.  The,hotpot1000_comagraag_evidence_aug_deterministic_candidates,deterministic_candidates,0,0.8000,partial_candidate_improves_f1,
5ab804065542990e739ec7e0,"Are the bands ""Black Grape"" and ""Balance and Composure"" from the same country?",no,no,current_v4,1,1.0000,no,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=no | hotpot1000_comagraag_body_selector_v4:prediction=no | hotpot1000_comagraag_body_selector_v4:current_answer=no | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=no | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=no
5ae4758b5542995dadf24342,"Who has a wider scope of profession,  José Echegaray or Graham Swift?",José Echegaray,José Echegaray,current_v4,1,1.0000,José Echegaray,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=José Echegaray | hotpot1000_comagraag_body_selector_v4:prediction=José Echegaray | hotpot1000_comagraag_body_selector_v4:current_answer=José Echegaray | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=José Echegaray | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=José Echegaray
5a7b73ad5542997c3ec9718c,1990 Film Lionheart stars this actor who is best known for what type of films?,martial arts action films,"{""prior"": """", ""judge_answer"": """"}",current_v4,0,0.0000,"{""prior"": """", ""judge_answer"": """"}",hotpot1000_comagraag_body_selector_v4,answer,0,0.0000,no_candidate_overlap,
5ac29f58554299657fa28fe4,"The figure skater who was coached to Olympic, World, and national titles by Richard Callaghan was born in what year?",1982,1978,current_v4,0,0.0000,1978,hotpot1000_comagraag_body_selector_v4,answer,0,0.0000,no_candidate_overlap,
5a8d93bf554299068b959d46,Are both Yangzhou and Jiangyan District considered coastal cities?,no,no,current_v4,1,1.0000,no,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=no | hotpot1000_comagraag_body_selector_v4:prediction=no | hotpot1000_comagraag_body_selector_v4:current_answer=no | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=no | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=no
5a8dad37554299068b959d94,Both Phaedranassa and Mitella are considered the classification of what level of species?,genus,genus,current_v4,1,1.0000,genus,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=genus | hotpot1000_comagraag_body_selector_v4:prediction=genus | hotpot1000_comagraag_body_selector_v4:current_answer=genus | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=genus | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=genus
5ac0d1555542997d64295a5d,"Which actor and film director is from German Jewish descent, Kurt Gerron or Dell Henderson?",Kurt Gerron,Kurt Gerron,current_v4,1,1.0000,Kurt Gerron,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=Kurt Gerron | hotpot1000_comagraag_body_selector_v4:prediction=Kurt Gerron | hotpot1000_comagraag_body_selector_v4:current_answer=Kurt Gerron | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=Kurt Gerron | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=Kurt Gerron
5ab7b0575542992aa3b8c83d,Bally's & Paris station is on the monorail that is of what length?,3.9 mi,4.7 km,current_v4,0,0.0000,4.7 km,hotpot1000_comagraag_body_selector_v4,answer,0,0.0000,no_candidate_overlap,
5ac3e22d5542997ea680c976,"Michelle Lewis has written songs for which ""Lizzie McGuire"" actress? ",Hilary Duff,Hilary Duff,current_v4,1,1.0000,Hilary Duff,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=Hilary Duff | hotpot1000_comagraag_body_selector_v4:prediction=Hilary Duff | hotpot1000_comagraag_body_selector_v4:current_answer=Hilary Duff | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=Hilary Duff | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=Hilary Duff
5ab2b61d5542991669774065,Who did the actor who played a bellhop in Dead Heat on a Merry-Go-Round play in Star Wars?,Han Solo,Han Solo,current_v4,1,1.0000,Han Solo,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=Han Solo | hotpot1000_comagraag_body_selector_v4:prediction=Han Solo | hotpot1000_comagraag_body_selector_v4:current_answer=Han Solo | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=Han Solo | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=Han Solo
5a7bbcd65542997c3ec97268,"who is older, Maria Sharapova or Chanda Rubin?","Chanda Rubin (born February 18, 1976)",Chanda Rubin,current_v4,0,0.5000,Chanda Rubin,hotpot1000_comagraag_body_selector_v4,answer,0,0.5000,partial_candidate_no_improvement,
5a8510a25542994c784ddaf0,What profession does Stephen Jay Gould and Ann Beattie have in common?,writer,writer,current_v4,1,1.0000,writer,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=writer | hotpot1000_comagraag_body_selector_v4:prediction=writer | hotpot1000_comagraag_body_selector_v4:current_answer=writer | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=writer | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=writer
5ac13f425542991316484a96,"Which airport is used for both public and military, Shenandoah Valley Regional Airport or Louisville International Airport?",Louisville International Airport,Louisville International Airport,current_v4,1,1.0000,Louisville International Airport,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=Louisville International Airport | hotpot1000_comagraag_body_selector_v4:prediction=Louisville International Airport | hotpot1000_comagraag_body_selector_v4:current_answer=Louisville International Airport | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=Louisville International Airport | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=Louisville International Airport
5a73672b5542991f29ee2de7,Who played for the 1983–84 New York Knicks season and also had a younger brother who played in the NBA during his career,Bernard King,Bernard King,current_v4,1,1.0000,Bernard King,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=Bernard King | hotpot1000_comagraag_body_selector_v4:prediction=Bernard King | hotpot1000_comagraag_body_selector_v4:current_answer=Bernard King | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=Bernard King | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=Bernard King
5a7313865542994cef4bc442,What type of bank organization is Pondicherry Gramin Bank that it operates in different States of India?,Regional Rural Bank,Regional Rural Bank,current_v4,1,1.0000,Regional Rural Bank,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=Regional Rural Bank | hotpot1000_comagraag_body_selector_v4:prediction=Regional Rural Bank | hotpot1000_comagraag_body_selector_v4:current_answer=Regional Rural Bank | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=Regional Rural Bank | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=Regional Rural Bank
5a8e068b5542995085b37384,Are Ferocactus and Silene both types of plant?,yes,yes,current_v4,1,1.0000,yes,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=yes | hotpot1000_comagraag_body_selector_v4:prediction=yes | hotpot1000_comagraag_body_selector_v4:current_answer=yes | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=yes | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=yes
5ae1d4e75542997f29b3c143,Which member of Northern Kings was born on 14 January 1966?,Marco Hietala,Marko Tapani Hietala,current_v4,0,0.4000,Marko Tapani Hietala,hotpot1000_comagraag_body_selector_v4,answer,0,0.4000,partial_candidate_no_improvement,
5a7c290c5542990527d55468,"Lawton–Fort Sill Regional Airport, a charter base for value airline Allegiant Air, is situated in which U.S. state?",Oklahoma,Oklahoma,current_v4,1,1.0000,Oklahoma,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=Oklahoma | hotpot1000_comagraag_body_selector_v4:prediction=Oklahoma | hotpot1000_comagraag_body_selector_v4:current_answer=Oklahoma | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=Oklahoma | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=Oklahoma
5ae164cf5542997b2ef7d1cd,"What platinum selling track was included on the album ""The Warrior's Code"" with lyrics by Woody Guthrie?",I'm Shipping Up to Boston,"""Black Rose""",current_v4,0,0.0000,"""Black Rose""",hotpot1000_comagraag_body_selector_v4,answer,0,0.0000,no_candidate_overlap,
5ae4957155429970de88d9bc,Who has the highest scope of profession in Peter Yates or Jang Joon-hwan ,Peter James Yates,insufficient information,current_v4,0,0.0000,Peter Yates,hotpot1000_comagraag_evidence_aug_deterministic_candidates,deterministic_candidates,0,0.8000,partial_candidate_improves_f1,
5a774e9c55429972597f14f3,David Huntsinger has worked with this gospel singer born in the month of July?,Larnelle Harris,Andraé Edward Crouch,current_v4,0,0.0000,Andraé Edward Crouch,hotpot1000_comagraag_body_selector_v4,answer,0,0.0000,no_candidate_overlap,
5ab88c075542991b5579efbe,"Which ""The Chronicles of Narnia"" character is prominently featured in ""The Lion, the Witch and the Wardrobe"" and is a close friend with Lucy Pevensie whom she meets in the Lantern Waste.",Mr. Tumnus,Mr. Tumnus,current_v4,1,1.0000,Mr. Tumnus,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=Mr. Tumnus | hotpot1000_comagraag_body_selector_v4:prediction=Mr. Tumnus | hotpot1000_comagraag_body_selector_v4:current_answer=Mr. Tumnus | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=Mr. Tumnus | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=Mr. Tumnus
5ae201465542997f29b3c1f7,"Which of the case was held in a higher ranking court, South Dakota v. Dole or Rogers v. Okin?",South Dakota v. Dole,South Dakota v. Dole,current_v4,1,1.0000,South Dakota v. Dole,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=South Dakota v. Dole | hotpot1000_comagraag_body_selector_v4:prediction=South Dakota v. Dole | hotpot1000_comagraag_body_selector_v4:current_answer=South Dakota v. Dole | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=South Dakota v. Dole | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=South Dakota v. Dole
5a8b3e985542995d1e6f131c,"Where is the brand ""Moe's Southwest Grill"" owned based?","It is based in Sandy Springs, Georgia","Sandy Springs, Georgia",current_v4,0,0.6000,"Sandy Springs, Georgia",hotpot1000_comagraag_body_selector_v4,answer,0,0.6000,partial_candidate_no_improvement,
5a84abaf5542997b5ce3ff06,"Corbin Sinclair Bryant played for the Buffalo Bills and what other NFL team that was founded in 1933, and is the oldest franchise in the AFC?",Pittsburgh Steelers,Pittsburgh Steelers,current_v4,1,1.0000,Pittsburgh Steelers,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=Pittsburgh Steelers | hotpot1000_comagraag_body_selector_v4:prediction=Pittsburgh Steelers | hotpot1000_comagraag_body_selector_v4:current_answer=Pittsburgh Steelers | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=Pittsburgh Steelers | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=Pittsburgh Steelers
5a7481d755429974ef308c12,On which television network did Joe Penny play an investigator named Jake Styles?,CBS,CBS,current_v4,1,1.0000,CBS,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=CBS | hotpot1000_comagraag_body_selector_v4:prediction=CBS | hotpot1000_comagraag_body_selector_v4:current_answer=CBS | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=CBS | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=CBS
5a851cc85542997b5ce3ffa3,Are both French Spaniel and Beagle universally recognized breeds?,no,no,current_v4,1,1.0000,no,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=no | hotpot1000_comagraag_body_selector_v4:prediction=no | hotpot1000_comagraag_body_selector_v4:current_answer=no | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=no | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=no
5a7c17c95542990527d5544d,"A guitar player called Noodles is a longtime member of which band, The Smashing Pumpkins or The Offspring?",The Offspring,The Offspring,current_v4,1,1.0000,The Offspring,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=The Offspring | hotpot1000_comagraag_body_selector_v4:prediction=The Offspring | hotpot1000_comagraag_body_selector_v4:current_answer=The Offspring | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=The Offspring | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=The Offspring
5ac439005542995c82c4acf9,where was the 2006 Commonwealth Games that Mmoloki Nogeng won a bronze medal at held?,"Melbourne, Australia","Melbourne, Australia",current_v4,1,1.0000,"Melbourne, Australia",hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,"hotpot1000_comagraag_body_selector_v4:answer=Melbourne, Australia | hotpot1000_comagraag_body_selector_v4:prediction=Melbourne, Australia | hotpot1000_comagraag_body_selector_v4:current_answer=Melbourne, Australia | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=Melbourne, Australia | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=Melbourne, Australia"
5adcecbd5542992c1e3a24b7,The water-based dark ride in Walt Disney is connected to a song known for what?,most performed song of all time,a theme of global peace,current_v4,0,0.2000,a theme of global peace,hotpot1000_comagraag_body_selector_v4,answer,0,0.2000,partial_candidate_no_improvement,
5ab4482b55429942dd415f09,"Which filmmaker is considered a pioneer, Herschell Gordon Lewis or Leah Meyerhoff?",Herschell Gordon Lewis was a pioneer,Herschell Gordon Lewis,current_v4,0,0.7500,Herschell Gordon Lewis,hotpot1000_comagraag_body_selector_v4,answer,0,0.7500,partial_candidate_no_improvement,
