qid,question,current,gold,current_em,top_answer,top_score,top_count,top_sources_n,current_score,margin,oracle_top_em,any_alt_exact,num_alts
5a83305d55429966c78a6b4a,In which U.S. state are MedStar Georgetown University Hospital and Providence Hospital?,"Washington, D.C. and Alabama",District of Columbia,0,"- Providence Hospital -- is located in --> Mobile, Alabama →",4.56,5,5,121.48,-116.92,0,0,1
5adebea1554299728e26c7b6,Muz-TV was launched before the 24-hour music channel that was operated by what company?,Viacom International Media Networks,Prof Media,0,- “Nova TV — was replaced by new music channel Bravó,4.56,5,5,141.15999999999994,-136.59999999999994,0,0,1
5a79bed05542994bb9457053,"Who is younger, Dan Bejar and Makoto Koshinaka?",Makoto Koshinaka,"Makoto, born July 15, 1980",0,Cannot be determined,4.56,5,5,141.15999999999994,-136.59999999999994,0,0,1
5a8639545542991e771815c7,"Whose given first name is longer, Theo Angelopoulos and Budd Boetticher (nicknames)?",Theo,"Theodoros ""Theo"" Angelopoulos",0,equal length,4.56,5,5,146.59999999999994,-142.03999999999994,0,0,1
5a7662745542992db9473786,Who founded the collective which released the album Messe I.X-VI.X?,Ulver,Kristoffer Rygg,0,no collective,4.56,5,5,146.59999999999994,-142.03999999999994,0,0,1
5ac176555542994d76dcce47,What profession does H. L. Mencken and Albert Camus have in common?,writer,journalist,0,But the question presumes one,4.56,5,5,147.29999999999993,-142.73999999999992,0,0,1
5ab9d6ef5542994dbf01985b,What country of origin does  Dana Ivey and Two Weeks Notice have in common?,United States,American,0,both Dana Ivey and Two Weeks Notice share,4.56,5,5,147.29999999999993,-142.73999999999992,0,0,1
5ae5559c55429960a22e02ba,John Roger Kirkpatrick Scott was a member of the U.S. House of Representatives from a Commonwealth that borders what to the east?,Atlantic Ocean,New Jersey,0,"Alternatively, maybe the",4.56,5,5,147.29999999999993,-142.73999999999992,0,0,1
5a9072dd5542990a98493656,What type of music did Dave Wyndorf and Poly Styrene perform as part of their work in Monster Magnet and X-Ray Spex?,stoner rock and punk rock,rock,0,Re-examining: The question says “What type,4.56,5,5,147.29999999999993,-142.73999999999992,0,0,1
5a7129685542994082a3e5fa,"Which ""Blackzilians"" fighter is currently competing in the Middleweight division of Ultimate Fighting Championship?",none,Vitor Belfort,0,1,1.0,1,1,8,-7.0,0,0,1
5a70f0a75542994082a3e403,"Which dialect spoken in the province of Scania calls Spettekaka, ""spiddekaga""?",Scanian dialect,Scanian dialects,0,2,1.0,1,1,66.0,-65.0,0,0,1
5ae55d1e55429960a22e02cb,"When was the host of ""British Academy Television Awards 2009"" born? ",1963,4 April 1963,0,2,1.0,1,1,71.26000000000002,-70.26000000000002,0,0,1
5ab96c93554299743d22eb63,Which of the cities of Dujiangyan City and Ezhou has the larger population according to their latest census ?,Dujiangyan City,Ezhou,0,1,1.0,1,1,119.84,-118.84,0,0,1
5a8d4cf35542994ba4e3dc5f,"What are the letters of the radio station serves the area comprising all of Belknap County, among others?",WMTK,WANH,0,2,1.0,1,1,125.87999999999997,-124.87999999999997,0,0,1
5ac1b8ee5542994d76dccedc,"Which filmmaker was known for animation, Lev Yilmaz or Pamela B. Green?",neither,Levni Yilmaz,0,1,1.0,1,1,137.55999999999992,-136.55999999999992,0,0,1
5abdf68c5542993f32c2a06b,"Who has a longer middle name, Alice Walker or Michael Herr?",Michael Herr,Walker,0,1,1.0,1,1,143.75999999999993,-142.75999999999993,0,0,1
5a888abc5542997e5c09a604,"Which was released first, Kolejka or Ghettopoly?",Kolejka,Ghettopoly,0,1,1.0,1,1,144.45999999999995,-143.45999999999995,0,0,1
5a7d1e685542995ed0d165f7,How many women in total competed at the Asian Games the year Lee Young-Sun achieved her personal best throw of 58.87 metres?,Two,179 women,0,1,1.0,1,1,145.35999999999993,-144.35999999999993,0,0,1
5ab5d4eb5542992aa134a3aa,"how many films has the director of ""Girl 6"" produced since 1983?",0,over 35 films,0,1,1.0,1,1,145.35999999999993,-144.35999999999993,0,0,1
5a72ac8a5542992359bc3164,Which body of water required more intensive man made barriers the Dundee Canal or Lake Worth Lagoon?,Lake Worth Lagoon,The Dundee Canal,0,1,1.0,1,1,150.79999999999993,-149.79999999999993,0,0,1
5ae34a225542992e3233c370,Did the playwrights Eugène Ionesco and Paul Scott live during the same time period?,no,yes,0,1,1.0,1,1,150.79999999999993,-149.79999999999993,0,0,1
5ae0e183554299422ee9953f,"Did Qionghai or Suining  have a population of 658,798 in 2002? ",Suining,"In 2002, Suining had a population of 658,798.",0,1,1.0,1,1,153.99999999999991,-152.99999999999991,0,0,1
5a88e3cc5542997e5c09a6c2,What location is shared by both Great Neck School District and Saddle Rock Elementary School?,"Great Neck, New York","New York, United States",0,1,1.0,1,1,154.6999999999999,-153.6999999999999,0,0,1
5a8fa2955542992414482b11,"Which film was directed by Wayne Coles-Janess, Tender Fictions or Bougainville – Our Island Our Fight?",Bougainville – Our Island Our Fight,Bougainville,0,1,1.0,1,1,154.6999999999999,-153.6999999999999,0,0,1
5ae0d7bf5542990adbacf67b,"Which Walt Disney film was released earlier, The Rescuers or The Muppets?",The Rescuers,The Muppets,0,1,1.0,1,1,154.6999999999999,-153.6999999999999,0,0,1
5a7b63eb55429931da12ca7e,What city does Paul Clyne and David Soares have in common?,Albany,New York,0,1,1.0,1,1,154.6999999999999,-153.6999999999999,0,0,1
5adec53655429975fa854f87,Are Kim Dong-jun and Charlie Harper both singers?,yes,yes,1,no,94.30000000000003,57,15,62.800000000000004,31.50000000000002,0,0,2
5ac3ac8255429939154138ad,APB and Sleeper are both from britain?,yes,yes,1,no,92.16000000000005,62,15,60.74,31.42000000000005,0,0,1
5ac4efa85542991943173a04,"Which body of water flows through more states, Tamiami Canal or Genesee River?",Genesee River,Genesee River,1,Tamiami Canal,90.90000000000006,58,15,62.07,28.830000000000062,0,0,3
5a731a635542994cef4bc458,What series has Smith worked on that is based on a novel by Margaret Atwood?,The Handmaid's Tale,The Handmaid's Tale,1,The Atwood Stories,89.90000000000005,57,14,58.87,31.03000000000005,0,0,1
5a75f7db5542994ccc918670,"Which breed of dog was first recognized by their country's official kennel club, the American Hairless Terrier or the Saint-Usuge Spaniel? ",American Hairless Terrier,The American Hairless Terrier,1,Saint-Usuge Spaniel,88.70000000000005,56,14,64.48000000000002,24.220000000000027,0,0,1
5adc53f75542996e6852530a,Are both Cypress and Ajuga genera?,no,no,1,yes,81.42000000000004,50,14,71.48000000000002,9.940000000000026,0,0,1
5a8d7edc55429941ae14dfdc,Are San Antonio International Airport and Yakutat Airport in the same country?,yes,yes,1,no,81.24000000000004,51,14,69.16000000000003,12.080000000000013,0,0,1
5ae0819155429924de1b70ea,Which documentary Hacking Democracy or The Memory of Justice was produced first ?,The Memory of Justice,The Memory of Justice,1,Hacking Democracy,79.34000000000005,48,14,69.94000000000003,9.40000000000002,0,0,1
5ade0cc85542990dbb2f7f37,Is Ordos City more west than Yangzhong?,Yes,yes,1,no,78.12000000000005,48,14,64.54,13.580000000000041,0,0,1
5a8ba9d255429971feec4759,Camp Courtney was named after the Major killed in action at the battle codenamed what?,Operation Iceberg,Operation Iceberg,1,Battle of Okinawa,73.18000000000004,45,14,79.72000000000004,-6.540000000000006,0,0,1
5a8fdb955542990a98493572,One of the directors of Mediastan is well-known for founding what organisation in 2006?,WikiLeaks,WikiLeaks,1,Families Against Corporate Killers,70.18000000000004,51,14,78.59000000000005,-8.41000000000001,0,0,1
5a8d838955429941ae14dfe5,Eleventh Dream Day and The Shins are both rock bands from where?,United States,United States,1,"Chicago, Illinois and Albuquerque, New Mexico",70.18000000000004,51,14,78.59000000000005,-8.41000000000001,0,0,1
5a734dad5542994cef4bc522,In which city are Anadoluhisarı and Church of St. Mary of Blachernae both located?,Istanbul,Istanbul,1,Constantinople,70.18000000000004,51,14,79.29000000000005,-9.110000000000014,0,0,1
5adf50c05542992d7e9f931e,Are both The Sundays and The Radio Dept. dream pop bands? ,no,no,1,yes,69.22000000000003,37,13,83.68000000000005,-14.460000000000022,0,0,1
5a7b542455429927d897bf92,"The Lewis and Clark Memorial Column is dedicated to Meriwether Lewis, best known for his role as the leader of which Lewis and Clark Expedition?",Corps of Discovery,Corps of Discovery,1,the Lewis and Clark Expedition,68.98000000000003,50,14,78.59000000000005,-9.610000000000014,0,0,2
5a8675b1554299211dda2b44,Are Black and New Found Glory from the same country?,no,no,1,yes,68.58000000000004,52,15,81.12000000000003,-12.539999999999992,0,0,1
5ab56e32554299637185c594,Are Random House Tower and 888 7th Avenue both used for real estate?,no,no,1,yes,64.14000000000004,45,14,88.34000000000003,-24.19999999999999,0,0,1
5a888c9d5542997e5c09a612,"Who is from farther west, Halestorm or Audioslave?",Audioslave,Audioslave,1,Halestorm,56.900000000000006,27,13,68.94,-12.039999999999992,0,0,2
5a84eecd5542994c784dda8e,What type of group does Pablo Carballo and Argentine Air Force have in common?,military,military,1,air force,53.70000000000003,35,13,78.59000000000005,-24.890000000000015,0,0,2
5ade8ad95542992fa25da7b8,Was Talking Heads and Man or Astro-man? formed further north?,Talking Heads,Talking Heads,1,no,50.26000000000001,35,14,90.20000000000005,-39.94000000000003,0,0,1
5ab28c89554299340b525513,What rank was higher than Karl Hermann Frank's rank until April 1942?,Reichsführer-SS,Reichsführer-SS,1,SS-Obergruppenführer,50.21,23,13,101.76000000000003,-51.55000000000003,0,0,1
5ade286e5542997c77aded81,Which band has been around longer Catfish and the Bottlemen or The Lumineers?,The Lumineers,The Lumineers,1,Catfish and the Bottlemen,49.6,35,14,100.10000000000002,-50.50000000000002,0,0,1
5a884adb5542996e4f308938,Are Eryngium and Arnebia in the same kingdom of life forms?,yes,yes,1,no,49.6,35,14,100.80000000000003,-51.200000000000024,0,0,1
5a84b6e15542991dd0999daa,Both Mulled wine and Blue Lagoon are considered primarily alcoholic or non-alcoholic?,alcoholic,alcoholic,1,no,49.52000000000001,32,14,78.59000000000005,-29.070000000000036,0,0,1
5a7a9b9a5542990198eaf160,When was the Chinese American electronic musician and singer who collaborated on the album I Remember born?,1989,1989,1,1982,44.66000000000001,28,13,81.12000000000003,-36.46000000000002,0,0,1
5a8da97c554299068b959d84,"Which university offers more campuses in the Philippines, Fairleigh Dickinson University or the Western Institute of Technology?",Western Institute of Technology,Western Institute of Technology,1,Fairleigh Dickinson University,44.22,15,7,28.81,15.41,0,0,2
5a8e92b55542995085b37458,What type of rock makes up the formation where Douglas Crabbe drove into a bar?,sandstone,sandstone,1,sedimentary rock,42.42,27,12,91.30000000000005,-48.88000000000005,0,0,1
5add8ec55542997545bbbd7e,Are both  Bright Eyes and Disturbed rock bands from America?,yes,yes,1,no,41.220000000000006,40,10,111.68000000000002,-70.46000000000001,0,0,1
5a831af855429954d2e2ec1e,Are the 1908 Ex parte Young and 1948 McCollum v. Board of Education United States Supreme Court cases related to each other in any way?,no,no,1,yes,40.599999999999994,26,14,112.3,-71.7,0,0,1
5a7380b955429908901be2d4,"Which film is older, Monsters, Inc. or Earth?","Monsters, Inc.","Monsters, Inc.",1,Earth is not a film,40.599999999999994,26,14,112.3,-71.7,0,0,1
5a7ba83f5542995eb53be981,"Who was born more recently, Billy Corgan or Jeff Martin?",Billy Corgan,"""Billy"" Corgan",1,Jeff Martin,38.1,23,13,88.44000000000003,-50.340000000000025,0,0,2
5a8b24f955429949d91db4cd,"Where is the airline company that operated United Express Flight 3411 on April 9, 2017 on behalf of United Express headquartered?","Indianapolis, Indiana","Indianapolis, Indiana",1,Republic Airline,38.02,36,10,81.12000000000003,-43.10000000000003,0,0,2
5ab5487b554299494045ef68,Operation Cold Comfort was a failed raid by a special forces unit founded in what year?,1941,1941,1,1942,37.18000000000001,21,13,85.74000000000004,-48.56000000000003,0,0,3
5ab2d9f1554299545a2cfac9,"What band in the ""Art Wave"" scene is based in Glasgow?",Franz Ferdinand,Franz Ferdinand,1,The Blue Nile,37.18000000000001,21,13,85.74000000000004,-48.56000000000003,0,0,2
5a838eba5542992ef85e22fe,Which documentary film was released first Tar Creek or Volcanic Sprint?,Volcanic Sprint,Volcanic Sprint,1,Tar Creek,33.59999999999999,21,14,118.88000000000002,-85.28000000000003,0,0,1
5ae39fb85542990afbd1e197,Do both Changle District and Longkou face water?,yes,yes,1,no,33.08,33,10,119.82000000000001,-86.74000000000001,0,0,1
5a8e068b5542995085b37384,Are Ferocactus and Silene both types of plant?,yes,yes,1,no,33.08,33,10,119.82000000000001,-86.74000000000001,0,0,1
5a8c87aa554299653c1aa0ac,Are Super High Me and All in This Tea both documentaries?,yes,yes,1,no,33.08,33,10,119.82000000000001,-86.74000000000001,0,0,1
5add11935542994734353827,Were the bands Skin Yard and Ostava from the U.S.?,no,no,1,"Skin Yard was from the U.S., but Ostava is not mentioned in the context",31.799999999999997,17,11,114.26000000000005,-82.46000000000005,0,0,1
5adfa12c554299025d62a301,Has Entrepreneur had a longer lifespan than Optimize?,Yes,yes,1,no,29.879999999999995,29,10,87.78000000000004,-57.90000000000005,0,0,1
5a7744e45542993569682d37,"Who was born first, Juan Rulfo or John le Carré?",Juan Rulfo,Juan Rulfo,1,John le Carré,29.879999999999995,29,10,108.16000000000003,-78.28000000000003,0,0,1
5a7e31c055429934daa2fbee,"Which band was formed in a country closer to England, Kodaline or Rivermaya ?",Kodaline,Kodaline,1,Rivermaya,29.879999999999995,29,10,119.82000000000001,-89.94000000000001,0,0,2
5aba7cfe554299232ef4a2fd,The 2017–18 Wigan Athletic F.C. season will be a year in which the team competes in the league cup known as what for sponsorship reasons?,Carabao Cup,Carabao Cup,1,First Citizens Cup,29.879999999999995,29,10,119.82000000000001,-89.94000000000001,0,0,1
5a904f6355429916514e746e,What is the Latin phrase that describes Pope Julius II's efforts to remove Pope Alexander VI's name from the records?,damnatio memoriae,Damnatio memoriae,1,Dum Diversas,29.879999999999995,29,10,119.82000000000001,-89.94000000000001,0,0,1
5abd38285542993062266c19,Who passed away first Max Ophüls and Shirley Clarke ?,Max Ophüls,Max Ophüls,1,Shirley Clarke,29.879999999999995,29,10,119.82000000000001,-89.94000000000001,0,0,1
5a78eea555429970f5fffddf,Q: Who was born first Richard Boleslawski or Herschell Gordon Lewis?,Richard Boleslawski,Richard Boleslawski,1,Herschell Gordon Lewis,29.879999999999995,29,10,119.82000000000001,-89.94000000000001,0,0,1
5ab96ecb5542996be20204e6,Which had a bigger population in the 2016 census: Queens or Staten Island?,Queens,Queens,1,Staten Island,29.879999999999995,29,10,119.82000000000001,-89.94000000000001,0,0,1
5abd4f2e5542993062266c4b,"Which plant is indigenous to the western hemisphere, Stephanocereus or Nepenthes?",Stephanocereus,Stephanocereus,1,Nepenthes,29.879999999999995,29,10,124.01999999999997,-94.13999999999997,0,0,2
5a735c3a55429901807daff7,Nikolay Mitrofanovich Krylov and Anatoly Fomenko both held what academic title?,mathematician,mathematician,1,Academician,27.989999999999995,15,13,120.78000000000002,-92.79000000000002,0,0,1
5abd259d55429924427fcf1a,"Are both Dictyosperma, and Huernia described as a genus?",yes,yes,1,no,27.979999999999997,27,10,124.91999999999999,-96.94,0,0,1
5ac2d1d755429921a00ab053,"Who had the best singles ranking, Roberta Vinci or Jorge Lozano?",Roberta Vinci,Roberta Vinci,1,Jorge Lozano,27.979999999999997,27,10,124.91999999999999,-96.94,0,0,1
5a7b2c9155429927d897bf51,"Who was born first, Little Feat's Lowell George, or Ian Hunter from Mott the Hoople?",Ian Hunter,Ian Hunter,1,Lowell George,27.33,15,13,125.33999999999997,-98.00999999999998,0,0,1
5ab6f0c25542995eadef00ea,Are Buried Country and South of the Border both films turned into stage performances?,no,no,1,yes,26.7,11,8,124.80000000000001,-98.10000000000001,0,0,1
5ae1412a55429920d523434c,Are Prológica CP-400 and Atari ST both personal computers?,yes,yes,1,no,25.979999999999997,26,10,126.91999999999997,-100.93999999999997,0,0,1
5a8511185542992a431d1aca,Are Tímea Babos and Jack Sock tennis players?,yes,yes,1,no,25.979999999999997,26,10,126.91999999999997,-100.93999999999997,0,0,1
5ae4d7fc5542990ba0bbb16f,Are both Stephen R. Donaldson and Michael Moorcock science fiction writers?,yes,yes,1,no,25.979999999999997,26,10,126.91999999999997,-100.93999999999997,0,0,1
5ae0432a55429924de1b7081,Were Rosario Castellanos and Lucy Maud Montgomery both authors?,yes,yes,1,no,25.979999999999997,26,10,131.11999999999995,-105.13999999999996,0,0,2
5ab2b61d5542991669774065,Who did the actor who played a bellhop in Dead Heat on a Merry-Go-Round play in Star Wars?,Han Solo,Han Solo,1,Harrison Ford played Han Solo in Star Wars,22.779999999999994,22,10,121.48,-98.70000000000002,0,0,2
5adfa570554299025d62a31c,How many novels are there in series of novels which were adapted for a 2015 BBC TV  series in which Ruby Bentall plays a character called Verity ?,12,12,1,"The 2015 BBC adaptation of Winston Graham's ""Poldark"" novels",22.779999999999994,22,10,121.48,-98.70000000000002,0,0,2
5ac3e22d5542997ea680c976,"Michelle Lewis has written songs for which ""Lizzie McGuire"" actress? ",Hilary Duff,Hilary Duff,1,no,22.779999999999994,22,10,126.91999999999997,-104.13999999999999,0,0,1
5a728f745542991f9a20c4e6,"Which magazine was founded first, Diva or Elle?",Elle,Elle,1,"No context provided for ""Diva"" or ""Elle"" magazines",22.779999999999994,22,10,127.61999999999998,-104.83999999999997,0,0,1
5abdba405542993f32c2a023,Orlando Brown is best known for his role as 3J Winslow in an American sitcom that was a spin-off of what?,Perfect Strangers,Perfect Strangers,1,The Mary Tyler Moore Show,21.58,21,9,126.58,-105.0,0,0,2
5ae0f5fc554299422ee9957c,Who did Neleus of Scepsis study under in addition to Theophrastus in the Peripatetic school?,Aristotle,Aristotle,1,no one,20.879999999999995,20,10,126.57999999999998,-105.69999999999999,0,0,2
5ac4e13f554299076e296e2d,"which German philosopher wrote ""The opera ""Lulu""  ",Theodor W. Adorno,Theodor W. Adorno,1,no German philosopher,20.879999999999995,20,10,126.57999999999998,-105.69999999999999,0,0,1
5ae796af554299540e5a5623,"Where was the capital of the Arab country, in which the Aulacodes peribocalis moth is found, relocated to?  ",Aden,Aden,1,Not relocated,20.879999999999995,20,10,130.77999999999994,-109.89999999999995,0,0,3
5a8230af554299676cceb227,Have filmmakers Enrico Cocozza and Mira Nair both been nominated for awards for their work?,yes,yes,1,no,20.879999999999995,20,10,132.01999999999995,-111.13999999999996,0,0,1
5a84b6ed5542994c784dda18,Is Awolnation an American alternative rock band and This Mortal Coil was a music collective,yes,yes,1,no,20.879999999999995,20,10,132.01999999999995,-111.13999999999996,0,0,1
5ac5199a5542994611c8b38a,Can Stenocereus and Pachypodium both include tree like plants?,yes,yes,1,no,20.879999999999995,20,10,132.01999999999995,-111.13999999999996,0,0,1
5a89f6235542993b751ca9c7,Were both Alvin Lee and Chad Gray lead vocalists for bands?,yes,yes,1,no,20.879999999999995,20,10,132.01999999999995,-111.13999999999996,0,0,1
5ab5de535542992aa134a3b6,Are Alek Keshishian and Kirk Kerkorian both Armenian-American?,yes,yes,1,no,20.879999999999995,20,10,132.01999999999995,-111.13999999999996,0,0,1
5ab2b7405542991669774069,Have James Schuyler and H. G. Wells both published books?,yes,yes,1,no,20.879999999999995,20,10,132.01999999999995,-111.13999999999996,0,0,1
5ab66e1355429954757d32b2,Are Sunset Strip and American Hardcore both music documentaries?,no,no,1,yes,18.679999999999996,18,9,133.79999999999998,-115.11999999999999,0,0,1
5a76387d554299109176e6ba,Who was born first Am Rong or Ava DuVernay ?,Am Rong,Am Rong,1,Ava DuVernay,18.379999999999992,17,9,87.78000000000004,-69.40000000000005,0,0,2
5a855ca15542992a431d1b12,The Chinese actress also known as Crystal Liu stars in Night Peacock with which three other actresses?,"Liu Ye, Yu Shaoqun and Leon Lai","Liu Ye, Yu Shaoqun and Leon Lai",1,Hence,17.679999999999996,16,10,106.20000000000003,-88.52000000000004,0,0,2
5abdcad155429965af743e4d,which has more acts Pagliacci or Suor Angelica?,Pagliacci,Pagliacci,1,Pagliacci has more acts than Suor Angelica.,17.679999999999996,16,9,119.82000000000001,-102.14000000000001,0,0,1
5adfc06d55429906c02daa2a,"What is the name of the largest shipping facility in the Northeastern United States, where the Boston Red Socks play?",Port of Boston,Port of Boston,1,But the question expects an answer,17.679999999999996,16,10,126.57999999999998,-108.89999999999999,0,0,2
5a906a685542990a9849362e,Where was the world cup hosted that Algeria qualified for the first time into the round of 16?,Brazil,Brazil,1,definitively: Host of,17.679999999999996,16,10,126.57999999999998,-108.89999999999999,0,0,2
5adcb4ae5542994734353774,Which channel produced the ninth volume of the tv series that premiered as the same date as RuPaul's first album?,VH1,VH1,1,And only one album has,17.679999999999996,16,10,126.57999999999998,-108.89999999999999,0,0,3
5ac31066554299741d48a19d,Jack Alfred Evans played with a football club team that is based in what city in Australia?,Melbourne,Melbourne,1,But instructions don’t allow explanation in final line — only the,17.679999999999996,16,10,126.57999999999998,-108.89999999999999,0,0,3
5a72f74a55429901807daf59,"Which American comedian born on March 21, 1962, appeared in the movie ""Sleepless in Seattle?""",Rosie O'Donnell,Rosie O'Donnell,1,no,17.679999999999996,16,10,130.77999999999994,-113.09999999999995,0,0,3
5ac156d05542994ab5c67ce9,Was Cars 2 released by the same company which used songs written by Lin-Manuel Miranda in another of its movies?,yes,yes,1,Therefore,17.679999999999996,16,10,132.01999999999995,-114.33999999999996,0,0,2
5ab510cb5542996a3a96a00f,Were both the Battle of Saipan and the Battle of Manila fought by American forces?,yes,yes,1,no,17.679999999999996,16,10,132.01999999999995,-114.33999999999996,0,0,1
5aba74ad55429955dce3ee35,"Are Ural Federal University and California State Polytechnic University, Pomona both public universities?",yes,yes,1,no,17.679999999999996,16,10,132.01999999999995,-114.33999999999996,0,0,1
5a7f97c05542995d8a8ddeb0,Whom was the cofounder of Orange County Choppers and appeared with Paul Teutul Sr on American Chopper?,Paul Teutul Jr.,Paul Teutul Jr.,1,No other person is stated to be a co-founder *,17.679999999999996,16,10,132.01999999999995,-114.33999999999996,0,0,1
5abb7d8b5542996cc5e4a006,Dan Balan co-wrote the song from what T.I. album?,Paper Trail,Paper Trail,1,no,17.679999999999996,16,10,132.01999999999995,-114.33999999999996,0,0,1
5ae2120e5542997283cd23ad,Are Distortion Mirrors and OK Go both considered rock bands?,yes,yes,1,no,15.219999999999999,16,10,137.25999999999996,-122.03999999999996,0,0,1
5a831fc955429954d2e2ec28,What city is the most populous city in Australia and Oceania and the birthplace of a silver and bronze medalist from the 1992 Barcelona Paralympics?,Sydney,Sydney,1,Melbourne,13.9,14,8,120.52,-106.61999999999999,0,0,2
5a88f7855542993b751ca8da,In what year did a movie that starred both Nicholas Cage and Cher come out? ,1987,1987,1,No,13.9,14,9,135.09999999999997,-121.19999999999996,0,0,1
5ab874ba5542990e739ec904,The Twelfth United States Army Group commander was the first chairman of what?,Joint Chiefs of Staff,Joint Chiefs of Staff,1,no,13.9,14,9,135.09999999999997,-121.19999999999996,0,0,1
5a80a587554299485f598676,Are both American bands The Four Seasons and Local H popular around the Beatles were around?,no,no,1,yes,13.220000000000002,15,10,139.25999999999996,-126.03999999999996,0,0,1
5ab439f055429942dd415eef,Which airport Albany International Airport and Dane County Regional Airport is nearer its local town ?,Dane County Regional Airport,Dane County Regional Airport,1,Albany International Airport,13.220000000000002,15,10,143.45999999999992,-130.23999999999992,0,0,2
5ae377415542992e3233c40a,"Which author was a dentist, Zane Grey or Bhabananda Deka?",Pearl Zane Grey,Pearl Zane Grey,1,neither,12.000000000000002,12,8,43.98,-31.979999999999997,0,0,1
5a7b1e22554299042af8f6e4,What award won by only twelve people has a man who Ted Kooshian has performed with won?,EGOT,EGOT,1,"But perhaps the answer is “Tony Award”, since Robert Lopez",12.000000000000002,12,7,138.95999999999992,-126.95999999999992,0,0,3
5ac23f5655429951e9e684d9,Both the Pulandian District and Hailar District are located within which country?,China,China,1,"Thus, both Pulandian District (Liaoning province) and Hailar District (",8.799999999999999,8,7,15.61,-6.8100000000000005,0,0,2
5a77388e55429966f1a36cb1,"Which star on the Mexican telenovela ""Amy, la niña de la mochila azul"" is also a singer, model, fashion designer, and recording artist?",Danna Paola,Danna Paola,1,But the question is phrased as a factual identification,8.799999999999999,8,7,140.19999999999993,-131.39999999999992,0,0,1
5ac24ad7554299636651995a,"Which was Disney's 2nd animated production, Pinocchio or Home on the Range?",Pinocchio,Pinocchio,1,But the question expects a choice between the two. Since Pinoc,8.799999999999999,8,7,147.5999999999999,-138.7999999999999,0,0,2
5a84de255542991dd0999e06,"Who had more pen names, George Orwell or Nelson DeMille?",Nelson Richard DeMille,Nelson Richard DeMille,1,George Orwell,7.609999999999999,9,9,27.660000000000004,-20.050000000000004,0,0,1
5a7133565542994082a3e65c,"What Kentucky county has a population of 60,316 and features the Lake Louisvilla neighborhood?",Oldham County,Oldham County,1,Jefferson County,7.609999999999999,9,9,121.48,-113.87,0,0,1
5ac18b585542994ab5c67d76,What actor played the male lead in a teen comedy about a high school nerd directed by Steve Rash? ,Patrick Dempsey,Patrick Dempsey,1,Anthony Michael Hall,7.609999999999999,9,9,126.57999999999998,-118.96999999999998,0,0,1
5ab33ef955429969a97a810e,Corn Ranch is a spaceport where test flights are carried out by a company headquartered in what state?,Washington,Washington,1,Texas,7.609999999999999,9,9,126.57999999999998,-118.96999999999998,0,0,2
5a8e8f6f5542995085b37451,"Which has a higher population, Qinzhou or Jingjiang? ",Jingjiang,Jingjiang,1,Qinzhou,7.609999999999999,9,9,129.65999999999997,-122.04999999999997,0,0,2
5a77671255429966f1a36d21,What aspect of the board game Diplomacy is not found in the board game Uncle Wiggily?,negotiation phases,negotiation phases,1,Diplomacy involves negotiation and alliance formation; Uncle Wiggily does not.,7.609999999999999,9,9,136.05999999999995,-128.44999999999993,0,0,1
5ae81032554299540e5a572a,Which satellite suburb of Melbourne is partially included in the Electoral district of Bass?,Pakenham,Pakenham,1,Traralgon,7.609999999999999,9,9,139.25999999999996,-131.64999999999998,0,0,1
5a846c005542990548d0b2b3,"What phone series serves as the successor to phones officially unveiled at the ""Samsung Unpacked 2015"" event?",S7 series,The S7 series,1,Samsung Galaxy S6,7.609999999999999,9,9,139.25999999999996,-131.64999999999998,0,0,2
5abdf1fe55429976d4830a31,Peter Dhao created a websiteto reflect worldwide views. What was the slogan of the site he created ?,media for the 65.8 million,media for the 65.8 million,1,We Are the World,7.609999999999999,9,9,139.25999999999996,-131.64999999999998,0,0,2
5a7cf4e355429907fabef062,What was Todd Boehly's former position at the firm where Mark Walter is the CEO?,president,president,1,Co-CEO,7.609999999999999,9,9,139.25999999999996,-131.64999999999998,0,0,1
5a74d7685542996c70cfae0a,"Who was the murderer sent to ""Old Smokey"" for allegedly commiting ""The Crime of the Century""?",Richard Hauptmann,Richard Hauptmann,1,Richard Hickock,7.609999999999999,9,9,139.95999999999995,-132.34999999999997,0,0,2
5ac510255542994611c8b353, Afonwen is situated just under four miles from what road also known as the North Wales Expressway,A55,A55,1,A483,7.609999999999999,9,9,139.95999999999995,-132.34999999999997,0,0,1
5a75eca555429976ec32bca8,"Which one of the Long Island Herald newspaper chain serves a village in Nassau County, New York with a population of 6,483?",The Nassau Herald,The Nassau Herald,1,Hempstead Herald,7.609999999999999,9,9,141.15999999999994,-133.54999999999995,0,0,1
5a87868c5542996e4f308828,"Which restaurant was founded first, Papa Murphy's or Gino's Pizza and Spaghetti?",Gino's Pizza and Spaghetti,Gino's Pizza and Spaghetti,1,Papa Murphy's,7.609999999999999,9,9,141.15999999999994,-133.54999999999995,0,0,1
5a7bb52355429927d897c01a,"The song by English indie rock band Florence and the Machine written by Florence Welch and Francis ""Eg"" White and released in 2011 is named after the painting which was completed in which year?",1938,1938,1,1894,7.609999999999999,9,9,141.15999999999994,-133.54999999999995,0,0,1
5a7e0bb65542997cc2c4750a,Myron F. Diduryk's exploits were described in a book by an author holding what military rank?,Lieutenant General,lieutenant general,1,Colonel,7.609999999999999,9,9,141.15999999999994,-133.54999999999995,0,0,1
