dataset,sample_index,qid,type,question,gold,prediction,em,f1,system_gap_type,system_chain_complete,gold_entity_coverage,gold_pair_recall,gold_relation_recall,gold_pair_complete,gold_nodes_connected,reader_support_title_recall,reader_evidence_entity_coverage,matched_gold_entities,missing_gold_entities,gold_evidences,strict_chain_judge,support_sufficiency_judge,conservative_meta_judge,majority_adjudication,match_votes,mismatch_votes,ambiguous_votes,adjudicated_correct,adjudication_confidence,primary_disagreement,rationale
2wiki,73,c8edf21008d811ebbd9cac1f6bf848b6,bridge_comparison,Do both directors of films The Curse Of Iku and Cops And Robbers (1973 Film) have the same nationality?,yes,yes,1.0,1.0,missing_entities,False,0.5,0.25,0.0,False,False,1.0,0.6666666666666666,Aram Avakian | Frank Borzage | The Curse of Iku,American | Cops and Robbers (1973 film) | yes,The Curse of Iku --director--> Frank Borzage | Cops and Robbers (1973 film) --director--> Aram Avakian | Frank Borzage --country of citizenship--> American | Aram Avakian --country of citizenship--> American,match,ambiguous,match,match,2,0,1,True,medium,True,"strict_chain_reviewer=match: At least one gold evidence entity is missing from the saved KG. || support_sufficiency_reviewer=ambiguous: Reader-visible support is incomplete, so the missing-entity diagnosis cannot be isolated to the KG. || conservative_meta_reviewer=match: Missing gold entities coincide with incomplete gold-pair coverage."
2wiki,74,dd41d993086b11ebbd60ac1f6bf848b6,bridge_comparison,"Which film has the director died earlier, L'Arbre, Le Maire Et La Médiathèque or Sette Giorni All'Altro Mondo?",Sette Giorni All'Altro Mondo,Sette Giorni All'Altro Mondo,1.0,1.0,missing_entities,False,0.42857142857142855,0.25,0.0,False,False,1.0,0.8333333333333334,11 January 2010 | Mario Mattoli | Éric Rohmer,"26 February 1980 | L'Arbre, le maire et la médiathèque | Sette Giorni All'Altro Mondo | Sette giorni all'altro mondo","L'Arbre, le maire et la médiathèque --director--> Éric Rohmer | Sette giorni all'altro mondo --director--> Mario Mattoli | Éric Rohmer --date of death--> 11 January 2010 | Mario Mattoli --date of death--> 26 February 1980",match,ambiguous,match,match,2,0,1,True,medium,True,"strict_chain_reviewer=match: At least one gold evidence entity is missing from the saved KG. || support_sufficiency_reviewer=ambiguous: Reader-visible support is incomplete, so the missing-entity diagnosis cannot be isolated to the KG. || conservative_meta_reviewer=match: Missing gold entities coincide with incomplete gold-pair coverage."
2wiki,75,e0681b8c0bda11eba7f7acde48001122,compositional,When was the director of film I Want Someone To Eat Cheese With born?,"June 5, 1962","June 5, 1962",1.0,1.0,missing_entities,False,1.0,0.5,0.0,False,False,1.0,1.0,"I Want Someone to Eat Cheese With | Jeff Garlin | June 5, 1962",,"I Want Someone to Eat Cheese With --director--> Jeff Garlin | Jeff Garlin --date of birth--> June 5, 1962",mismatch,mismatch,ambiguous,mismatch,0,2,1,False,medium,True,"strict_chain_reviewer=mismatch: Gold evidence entities are covered, so a missing-entity label is not supported by the gold proxy. || support_sufficiency_reviewer=mismatch: The saved KG covers gold entities despite the missing-entity label. || conservative_meta_reviewer=ambiguous: The label may reflect system-query entities rather than gold evidence entities."
2wiki,76,ef5046be0bae11ebab90acde48001122,inference,"Who is the paternal grandmother of Edward Despenser, 1St Baron Despenser?",Eleanor de Clare,"“Edward le Despenser, 1st Baron Des",0.0,0.0,missing_entities,False,1.0,0.5,0.0,False,True,1.0,1.0,Edward le Despenser | Eleanor de Clare,,Edward le Despenser --father--> Edward le Despenser | Edward le Despenser --mother--> Eleanor de Clare,mismatch,mismatch,ambiguous,mismatch,0,2,1,False,medium,True,"strict_chain_reviewer=mismatch: Gold evidence entities are covered, so a missing-entity label is not supported by the gold proxy. || support_sufficiency_reviewer=mismatch: The saved KG covers gold entities despite the missing-entity label. || conservative_meta_reviewer=ambiguous: The label may reflect system-query entities rather than gold evidence entities."
2wiki,77,f66aecd208bc11ebbd89ac1f6bf848b6,bridge_comparison,Do both films Masters Of The Sea (Film) and The Auction Mart have the directors from the same country?,yes,no,0.0,0.0,missing_entities,False,0.625,0.4,0.0,False,False,1.0,0.625,Alexander Korda | Duncan McRae | Hungary | Masters of the Sea (film) | The Auction Mart,British | Duncan McRae (actor) | yes,Masters of the Sea (film) --director--> Alexander Korda | The Auction Mart --director--> Duncan McRae | Alexander Korda --country of citizenship--> British | Alexander Korda --country of citizenship--> Hungary | Duncan McRae (actor) --country of citizenship--> British,match,ambiguous,match,match,2,0,1,True,medium,True,"strict_chain_reviewer=match: At least one gold evidence entity is missing from the saved KG. || support_sufficiency_reviewer=ambiguous: Reader-visible support is incomplete, so the missing-entity diagnosis cannot be isolated to the KG. || conservative_meta_reviewer=match: Missing gold entities coincide with incomplete gold-pair coverage."
2wiki,78,f8819f3308a011ebbd78ac1f6bf848b6,bridge_comparison,"Which film has the director who died later, The Death Kiss or Her Luck In London?",Her Luck In London,Her Luck In London,1.0,1.0,missing_entities,False,0.7142857142857143,0.5,0.0,False,False,1.0,1.0,Edwin L. Marin | Her Luck In London | Her Luck in London | Maurice Elvey | The Death Kiss,"28 August 1967 | May 2, 1951","The Death Kiss --director--> Edwin L. Marin | Her Luck in London --director--> Maurice Elvey | Edwin L. Marin --date of death--> May 2, 1951 | Maurice Elvey --date of death--> 28 August 1967",match,match,match,match,3,0,0,True,high,False,"strict_chain_reviewer=match: At least one gold evidence entity is missing from the saved KG. || support_sufficiency_reviewer=match: The full context contains the support, but the saved KG misses at least one gold entity. || conservative_meta_reviewer=match: Missing gold entities coincide with incomplete gold-pair coverage."
2wiki,79,fcc41df80bda11eba7f7acde48001122,compositional,What is the place of birth of the composer of film Men With Brooms?,Calgary,"Calgary, Alberta",0.0,0.6667,missing_entities,False,0.6666666666666666,0.5,0.0,False,False,1.0,1.0,Men with Brooms | Paul Gross,Calgary,Men with Brooms --composer--> Paul Gross | Paul Gross --place of birth--> Calgary,match,match,match,match,3,0,0,True,high,False,"strict_chain_reviewer=match: At least one gold evidence entity is missing from the saved KG. || support_sufficiency_reviewer=match: The full context contains the support, but the saved KG misses at least one gold entity. || conservative_meta_reviewer=match: Missing gold entities coincide with incomplete gold-pair coverage."
2wiki,80,ff2926840bd911eba7f7acde48001122,compositional,Who is the father of the director of film The Thousand Faces Of Dunjia?,Yuen Siu-tien,Yuen Siu-tien,1.0,1.0,missing_entities,False,1.0,1.0,0.0,True,True,1.0,1.0,The Thousand Faces of Dunjia | Yuen Siu-tien | Yuen Woo-ping,,The Thousand Faces of Dunjia --director--> Yuen Woo-ping | Yuen Woo-ping --father--> Yuen Siu-tien,mismatch,mismatch,ambiguous,mismatch,0,2,1,False,medium,True,"strict_chain_reviewer=mismatch: Gold evidence entities are covered, so a missing-entity label is not supported by the gold proxy. || support_sufficiency_reviewer=mismatch: The saved KG covers gold entities despite the missing-entity label. || conservative_meta_reviewer=ambiguous: The label may reflect system-query entities rather than gold evidence entities."
2wiki,81,060cb332087711ebbd67ac1f6bf848b6,comparison,"Who is younger, Empress Xiaoshurui or Goran Veselinovski?",Goran Veselinovski,Goran Veselinovski,1.0,1.0,short_chain,False,1.0,1.0,0.5,True,False,1.0,1.0,"2 October 1760 | Empress Xiaoshurui | Goran Veselinovski | September 2, 1975",,"Empress Xiaoshurui --date of birth--> 2 October 1760 | Goran Veselinovski --date of birth--> September 2, 1975",mismatch,mismatch,ambiguous,mismatch,0,2,1,False,medium,True,"strict_chain_reviewer=mismatch: The gold proxy does not show a partial gold-evidence chain. || support_sufficiency_reviewer=mismatch: The support proxy does not show a partial chain. || conservative_meta_reviewer=ambiguous: The chain-length signal is structural, but the gold proxy does not cleanly isolate a short chain."
2wiki,82,0bad718c0bb011ebab90acde48001122,inference,Who is the paternal grandfather of Margaret Drummond (Mistress)?,Sir Malcolm Drummond of Cargill,Sir Malcolm Drummond,0.0,0.75,short_chain,False,1.0,0.0,0.0,False,False,1.0,1.0,John Drummond | Margaret Drummond | Sir Malcolm Drummond of Cargill,,Margaret Drummond --father--> John Drummond | John Drummond --father--> Sir Malcolm Drummond of Cargill,mismatch,mismatch,ambiguous,mismatch,0,2,1,False,medium,True,"strict_chain_reviewer=mismatch: The gold proxy does not show a partial gold-evidence chain. || support_sufficiency_reviewer=mismatch: The support proxy does not show a partial chain. || conservative_meta_reviewer=ambiguous: The chain-length signal is structural, but the gold proxy does not cleanly isolate a short chain."
2wiki,83,1ca3370c0bdc11eba7f7acde48001122,compositional,What nationality is the performer of song Gone Fishin' (Song)?,America,American,0.0,0.0,short_chain,False,0.6666666666666666,0.0,0.0,False,False,1.0,1.0,Bing Crosby | Gone Fishin',America,Gone Fishin' --performer--> Bing Crosby | Bing Crosby --country of citizenship--> America,mismatch,mismatch,ambiguous,mismatch,0,2,1,False,medium,True,"strict_chain_reviewer=mismatch: The gold proxy does not show a partial gold-evidence chain. || support_sufficiency_reviewer=mismatch: The support proxy does not show a partial chain. || conservative_meta_reviewer=ambiguous: The chain-length signal is structural, but the gold proxy does not cleanly isolate a short chain."
2wiki,84,3ad797c60bdd11eba7f7acde48001122,compositional,What nationality is the director of film Agent X44?,Philippines,Filipino,0.0,0.0,short_chain,False,0.75,0.5,0.0,False,False,1.0,1.0,Agent X44 | Joyce Bernal | Joyce E. Bernal,Philippines,Agent X44 --director--> Joyce Bernal | Joyce E. Bernal --country of citizenship--> Philippines,match,match,match,match,3,0,0,True,high,False,strict_chain_reviewer=match: The KG covers only part of the gold evidence pairs. || support_sufficiency_reviewer=match: Some gold evidence pairs are present but the chain is incomplete. || conservative_meta_reviewer=match: Partial gold-pair coverage supports a short-chain diagnosis.
2wiki,85,40b3f66a08cb11ebbd92ac1f6bf848b6,comparison,"Which film was released more recently, Fine Dead Girls or Venussian Tabutasco?",Venussian Tabutasco,Venussian Tabutasco,1.0,1.0,short_chain,False,0.75,0.5,0.0,False,False,1.0,1.0,2004 | Fine Dead Girls | Venussian Tabutasco,2002,Fine Dead Girls --publication date--> 2002 | Venussian Tabutasco --publication date--> 2004,match,match,match,match,3,0,0,True,high,False,strict_chain_reviewer=match: The KG covers only part of the gold evidence pairs. || support_sufficiency_reviewer=match: Some gold evidence pairs are present but the chain is incomplete. || conservative_meta_reviewer=match: Partial gold-pair coverage supports a short-chain diagnosis.
2wiki,86,6b0a2728087811ebbd67ac1f6bf848b6,comparison,"Who is younger, Zhang Lifang or Lalengzama Vangchhia?",Lalengzama Vangchhia,Lalengzama Vangchhia,1.0,1.0,short_chain,False,1.0,1.0,0.0,True,False,1.0,1.0,"12 November 1999 | January 3, 1982 | Lalengzama Vangchhia | Zhang Lifang",,"Zhang Lifang --date of birth--> January 3, 1982 | Lalengzama Vangchhia --date of birth--> 12 November 1999",mismatch,mismatch,ambiguous,mismatch,0,2,1,False,medium,True,"strict_chain_reviewer=mismatch: The gold proxy does not show a partial gold-evidence chain. || support_sufficiency_reviewer=mismatch: The support proxy does not show a partial chain. || conservative_meta_reviewer=ambiguous: The chain-length signal is structural, but the gold proxy does not cleanly isolate a short chain."
2wiki,87,75a4468108ca11ebbd92ac1f6bf848b6,comparison,"Who was born later, John Milton Mackie or Marion Gray?",Marion Gray,Marion Gray,1.0,1.0,short_chain,False,0.5,0.0,0.0,False,False,1.0,1.0,John Milton Mackie | Marion Gray,"19 December 1813 | September 14, 1934","John Milton Mackie --date of birth--> 19 December 1813 | Marion Gray --date of birth--> September 14, 1934",mismatch,mismatch,ambiguous,mismatch,0,2,1,False,medium,True,"strict_chain_reviewer=mismatch: The gold proxy does not show a partial gold-evidence chain. || support_sufficiency_reviewer=mismatch: The support proxy does not show a partial chain. || conservative_meta_reviewer=ambiguous: The chain-length signal is structural, but the gold proxy does not cleanly isolate a short chain."
2wiki,88,87ceaacc0bda11eba7f7acde48001122,compositional,What is the place of birth of Zhu Gaoxu's father?,Nanjing,Unknown,0.0,0.0,short_chain,False,1.0,0.5,0.0,False,False,1.0,1.0,Nanjing | Yongle | Yongle Emperor | Zhu Gaoxu,,Zhu Gaoxu --father--> Yongle Emperor | Yongle --place of birth--> Nanjing,match,match,match,match,3,0,0,True,high,False,strict_chain_reviewer=match: The KG covers only part of the gold evidence pairs. || support_sufficiency_reviewer=match: Some gold evidence pairs are present but the chain is incomplete. || conservative_meta_reviewer=match: Partial gold-pair coverage supports a short-chain diagnosis.
2wiki,89,8f4637ae0bdd11eba7f7acde48001122,compositional,Why did Edward Despenser (Died 1342)'s father die?,"hanged, drawn and quartered",Executed for treason,0.0,0.0,short_chain,False,0.3333333333333333,0.0,0.0,False,False,1.0,1.0,Edward le Despenser,"Hugh le Despenser | hanged, drawn and quartered","Edward le Despenser --father--> Hugh le Despenser | Hugh le Despenser --cause of death--> hanged, drawn and quartered",mismatch,mismatch,ambiguous,mismatch,0,2,1,False,medium,True,"strict_chain_reviewer=mismatch: The gold proxy does not show a partial gold-evidence chain. || support_sufficiency_reviewer=mismatch: The support proxy does not show a partial chain. || conservative_meta_reviewer=ambiguous: The chain-length signal is structural, but the gold proxy does not cleanly isolate a short chain."
2wiki,90,955eafcc089f11ebbd78ac1f6bf848b6,comparison,"Who lived longer, Octavius Hammond or Curumsey Damjee?",Curumsey Damjee,Curumsey Damjee,1.0,1.0,short_chain,False,0.6666666666666666,0.5,0.0,False,False,1.0,1.0,1844 | 1918 | Curumsey Damjee | Octavius Hammond,19 March 1835 | 22 August 1908,Octavius Hammond --date of birth--> 19 March 1835 | Octavius Hammond --date of death--> 22 August 1908 | Curumsey Damjee --date of birth--> 1844 | Curumsey Damjee --date of death--> 1918,match,match,match,match,3,0,0,True,high,False,strict_chain_reviewer=match: The KG covers only part of the gold evidence pairs. || support_sufficiency_reviewer=match: Some gold evidence pairs are present but the chain is incomplete. || conservative_meta_reviewer=match: Partial gold-pair coverage supports a short-chain diagnosis.
2wiki,91,95f1b1b6087511ebbd67ac1f6bf848b6,bridge_comparison,"Which film whose director is younger, A Night'S Adventure or Insaciable?",Insaciable,Insaciable,1.0,1.0,short_chain,False,1.0,0.75,0.0,False,True,1.0,1.0,12 July 1892 | 3 May 1914 | A Night's Adventure | Armando Bo | Armando Bó | Harry Piel | Insaciable,,A Night's Adventure --director--> Harry Piel | Insaciable --director--> Armando Bo | Harry Piel --date of birth--> 12 July 1892 | Armando Bó --date of birth--> 3 May 1914,match,match,match,match,3,0,0,True,high,False,strict_chain_reviewer=match: The KG covers only part of the gold evidence pairs. || support_sufficiency_reviewer=match: Some gold evidence pairs are present but the chain is incomplete. || conservative_meta_reviewer=match: Partial gold-pair coverage supports a short-chain diagnosis.
2wiki,92,9bdf51ee0bdd11eba7f7acde48001122,compositional,Where was the father of Daniel Carasso born?,Salonica,Ottoman Salonica,0.0,0.6667,short_chain,False,0.6666666666666666,0.5,0.5,False,False,1.0,1.0,Daniel Carasso | Isaac Carasso,Salonica,Daniel Carasso --father--> Isaac Carasso | Isaac Carasso --place of birth--> Salonica,match,match,match,match,3,0,0,True,high,False,strict_chain_reviewer=match: The KG covers only part of the gold evidence pairs. || support_sufficiency_reviewer=match: Some gold evidence pairs are present but the chain is incomplete. || conservative_meta_reviewer=match: Partial gold-pair coverage supports a short-chain diagnosis.
2wiki,93,9f00dfe2089411ebbd75ac1f6bf848b6,comparison,"Who was born later, Paolo Marcellini or Dean Evans?",Dean Evans,Dean Evans,1.0,1.0,short_chain,False,1.0,1.0,0.0,True,False,1.0,1.0,"7 March 1990 | Dean Evans | June 25, 1947 | Paolo Marcellini",,"Paolo Marcellini --date of birth--> June 25, 1947 | Dean Evans --date of birth--> 7 March 1990",mismatch,mismatch,ambiguous,mismatch,0,2,1,False,medium,True,"strict_chain_reviewer=mismatch: The gold proxy does not show a partial gold-evidence chain. || support_sufficiency_reviewer=mismatch: The support proxy does not show a partial chain. || conservative_meta_reviewer=ambiguous: The chain-length signal is structural, but the gold proxy does not cleanly isolate a short chain."
2wiki,94,a638412a0bdb11eba7f7acde48001122,compositional,Where did the director of film Carbon (Film) study?,Film and Television Institute of India,Pune,0.0,0.0,short_chain,False,1.0,1.0,0.0,True,True,1.0,1.0,Carbon | Film and Television Institute of India | Venu,,Carbon --director--> Venu | Venu --educated at--> Film and Television Institute of India,mismatch,mismatch,ambiguous,mismatch,0,2,1,False,medium,True,"strict_chain_reviewer=mismatch: The gold proxy does not show a partial gold-evidence chain. || support_sufficiency_reviewer=mismatch: The support proxy does not show a partial chain. || conservative_meta_reviewer=ambiguous: The chain-length signal is structural, but the gold proxy does not cleanly isolate a short chain."
2wiki,95,ab94845c0baf11ebab90acde48001122,inference,Who is Wisigard's father-in-law?,Theuderic I,Theuderic I,1.0,1.0,short_chain,False,1.0,1.0,0.0,True,True,1.0,1.0,Theudebert I | Theuderic I | Wisigard,,Wisigard --spouse--> Theudebert I | Theudebert I --father--> Theuderic I,mismatch,mismatch,ambiguous,mismatch,0,2,1,False,medium,True,"strict_chain_reviewer=mismatch: The gold proxy does not show a partial gold-evidence chain. || support_sufficiency_reviewer=mismatch: The support proxy does not show a partial chain. || conservative_meta_reviewer=ambiguous: The chain-length signal is structural, but the gold proxy does not cleanly isolate a short chain."
2wiki,96,bf847e1a086511ebbd5eac1f6bf848b6,comparison,"Who was born later, Tyreek Burwell or Eric Boulton?",Tyreek Burwell,Tyreek Burwell,1.0,1.0,short_chain,False,1.0,1.0,0.0,True,False,1.0,1.0,"August 17, 1976 | Eric Boulton | March 11, 1992 | Tyreek Burwell",,"Tyreek Burwell --date of birth--> March 11, 1992 | Eric Boulton --date of birth--> August 17, 1976",mismatch,mismatch,ambiguous,mismatch,0,2,1,False,medium,True,"strict_chain_reviewer=mismatch: The gold proxy does not show a partial gold-evidence chain. || support_sufficiency_reviewer=mismatch: The support proxy does not show a partial chain. || conservative_meta_reviewer=ambiguous: The chain-length signal is structural, but the gold proxy does not cleanly isolate a short chain."
2wiki,97,d43c730a086d11ebbd62ac1f6bf848b6,comparison,"Which film was released more recently, The Silver Trail or Raja Nandini?",Raja Nandini,Raja Nandini,1.0,1.0,short_chain,False,0.5,0.0,0.0,False,False,1.0,1.0,Raja Nandini | The Silver Trail,1937 | 1958,The Silver Trail --publication date--> 1937 | Raja Nandini --publication date--> 1958,mismatch,mismatch,ambiguous,mismatch,0,2,1,False,medium,True,"strict_chain_reviewer=mismatch: The gold proxy does not show a partial gold-evidence chain. || support_sufficiency_reviewer=mismatch: The support proxy does not show a partial chain. || conservative_meta_reviewer=ambiguous: The chain-length signal is structural, but the gold proxy does not cleanly isolate a short chain."
2wiki,98,d43fc51008da11ebbd9cac1f6bf848b6,comparison,"Who was born later, Federico Martín Aramburú or Aleksey Tarakanov?",Aleksey Tarakanov,Aleksey Tarakanov,1.0,1.0,short_chain,False,1.0,1.0,0.0,True,False,1.0,1.0,"26 March 1996 | Aleksey Tarakanov | Federico Martín Aramburú | January 20, 1980",,"Federico Martín Aramburú --date of birth--> January 20, 1980 | Aleksey Tarakanov --date of birth--> 26 March 1996",mismatch,mismatch,ambiguous,mismatch,0,2,1,False,medium,True,"strict_chain_reviewer=mismatch: The gold proxy does not show a partial gold-evidence chain. || support_sufficiency_reviewer=mismatch: The support proxy does not show a partial chain. || conservative_meta_reviewer=ambiguous: The chain-length signal is structural, but the gold proxy does not cleanly isolate a short chain."
2wiki,99,e3477e760bdd11eba7f7acde48001122,compositional,Where was the place of death of the founder of Western Auto?,California,"Kansas City, Missouri",0.0,0.0,short_chain,False,1.0,0.5,0.0,False,True,1.0,1.0,California | George Pepperdine | Western Auto,,Western Auto --founded by--> George Pepperdine | George Pepperdine --place of death--> California,match,match,match,match,3,0,0,True,high,False,strict_chain_reviewer=match: The KG covers only part of the gold evidence pairs. || support_sufficiency_reviewer=match: Some gold evidence pairs are present but the chain is incomplete. || conservative_meta_reviewer=match: Partial gold-pair coverage supports a short-chain diagnosis.
2wiki,100,f1a04d600bdb11eba7f7acde48001122,compositional,What is the place of birth of the director of film Dollar (1938 Film)?,Helsingfors,Helsingfors,1.0,1.0,short_chain,False,1.0,0.5,0.0,False,True,1.0,1.0,Dollar | Gustaf Molander | Helsingfors,,Dollar --director--> Gustaf Molander | Gustaf Molander --place of birth--> Helsingfors,match,match,match,match,3,0,0,True,high,False,strict_chain_reviewer=match: The KG covers only part of the gold evidence pairs. || support_sufficiency_reviewer=match: Some gold evidence pairs are present but the chain is incomplete. || conservative_meta_reviewer=match: Partial gold-pair coverage supports a short-chain diagnosis.
