qid,question,prediction,gold,em,f1
27051c6a0baf11ebab90acde48001122,Who is Eudocia (Daughter Of Valentinian Iii)'s sibling-in-law?,Olybrius,Olybrius,1,1.0000
c467dc5e08f311ebbdaaac1f6bf848b6,Who was born first out of Felix Cicaterri and Rajiv Gandhi?,Felix Cicaterri,Felix Cicaterri,1,1.0000
e715b66708be11ebbd8aac1f6bf848b6,Did Larry Godfrey and Barbara Strang share the same nationality?,yes,yes,1,1.0000
18ef81360bde11eba7f7acde48001122,Where was the director of film A Winter Of Cyclists born?,unknown,Irish,0,0.0000
cff95a4108b011ebbd85ac1f6bf848b6,"Which film has the director who is older than the other, Melody Of Murder or City Of Blood? ",The Melody of Murder,Melody Of Murder,1,1.0000
1b365e5e0bdb11eba7f7acde48001122,Where was the director of film In The Soup (1936 Film) born?,"Weston-super-Mare, Somerset","Weston-super-Mare, Somerset",1,1.0000
b0dd21c00bdd11eba7f7acde48001122,Where does Bernard Tschumi's father work at?,unknown,École polytechnique fédérale de Lausanne,0,0.0000
12ec263c0bdd11eba7f7acde48001122,When was Prince Frederick William Of Solms-Braunfels's wife born?,Not specified,3 March 1778,0,0.0000
65f3cbfd096711ebbdafac1f6bf848b6,Are both On A Magical Night and The Mongols (Film) from the same country?,no,yes,0,0.0000
dd41d993086b11ebbd60ac1f6bf848b6,"Which film has the director died earlier, L'Arbre, Le Maire Et La Médiathèque or Sette Giorni All'Altro Mondo?",Sette Giorni All'Altro Mondo,Sette Giorni All'Altro Mondo,1,1.0000
8cbad32c08d711ebbd9aac1f6bf848b6,"Are the directors of both films The Great Profile and Kim Kardashian, Superstar from the same country?","Therefore, based solely on provided triples, the director of ""Kim Kardashian, Superstar""",yes,0,0.0000
366208cb089511ebbd75ac1f6bf848b6,"Which film whose director is younger, Vendredi Soir or El Santo De La Espada?",Vendredi soir,Vendredi Soir,1,1.0000
0fb43d6a0bdd11eba7f7acde48001122,Who is the spouse of the director of film Marianne And Juliane?,Volker Schlöndorff,Volker Schlöndorff,1,1.0000
c624d5280bdd11eba7f7acde48001122,What is the place of birth of Gwladys's husband?,not specified,Gwynllwg,0,0.0000
49ec1ade0bdd11eba7f7acde48001122,"Where did the director of film My Heidelberg, I Can Not Forget You die?",unknown,Argentina,0,0.0000
fa5c2aa80bdd11eba7f7acde48001122,Where did the composer of film Rajaratha graduate from?,Not specified,Vidya Vikas Institute of Engineering & Technology (VVIET),0,0.0000
60f247280bdb11eba7f7acde48001122,What is the place of birth of the director of film Yoogan?,Kovilpatti,Kovilpatti,1,1.0000
00f948500bde11eba7f7acde48001122,Where was the director of film Bulletproof Heart (Film) born?,"El Cajon, California",El Cajon,0,0.8000
0083038e0bde11eba7f7acde48001122,Where did Prince Ferdinand Of Bavaria's mother die?,"Schloss Nymphenburg, Munich",Munich,0,0.5000
9cf73a920bdd11eba7f7acde48001122,What is the place of birth of Patricia Kennedy Lawford's father?,"East Boston, Massachusetts",Boston,0,0.5000
d0d400bc0bdc11eba7f7acde48001122,When is the director of film The Last Dragon 's birthday?,"November 10, 1938","November 10, 1938",1,1.0000
82043b7c0bdd11eba7f7acde48001122,"Which country Luís Of Portugal, Duke Of Beja's mother is from?",Spain,Spanish,0,0.0000
8ee8432c0bda11eba7f7acde48001122,When did Cristina Rodríguez (Noble)'s father die?,unknown,10 July 1099,0,0.0000
6439bf4508be11ebbd8aac1f6bf848b6,"Which film has the director born later, Paris Interlude or Mystery, Alaska?",Is there *,"Mystery, Alaska",0,0.0000
0dc3d0280bde11eba7f7acde48001122,Which country Behter's father is from?,not specified,Khamag Mongol,0,0.0000
6246a517084c11ebbd56ac1f6bf848b6,"Which film has the director died later, The True Story Of Eskimo Nell or Flame Of Stamboul?",insufficient information,The True Story Of Eskimo Nell,0,0.0000
71bf184e0bde11eba7f7acde48001122,Where was the place of death of Dmitri Sheremetev's father?,unknown,Moscow,0,0.0000
a87474d20bda11eba7f7acde48001122,What is the place of birth of the director of film The Grasp Of Greed?,"Bathurst, New Brunswick",New Brunswick,0,0.8000
ff7fc86c0bda11eba7f7acde48001122,What nationality is Sukhumala Marasri's father?,not specified,Siam,0,0.0000
1815632c0bdc11eba7f7acde48001122,Which country the director of film Vendetta (1986 Film) is from?,New Zealand,New Zealand,1,1.0000
a3939d3b08a111ebbd79ac1f6bf848b6,"Which film was released more recently, Girl Slaves Of Morgana Le Fay or Strawberry Shortcake: Rockaberry Roll?",Strawberry Shortcake: Rockaberry Roll,Strawberry Shortcake: Rockaberry Roll,1,1.0000
d4bac26008fd11ebbdadac1f6bf848b6,"Which film was released more recently, Son Of France or Switchmas?",Switchmas,Switchmas,1,1.0000
065b409008d311ebbd96ac1f6bf848b6,"Which film has the director who was born later, The Brand Of Hate or Lady Stay Dead?",insufficient information,Lady Stay Dead,0,0.0000
befd140a088511ebbd6dac1f6bf848b6,"Which film has the director who is older than the other, The Burning Moon or Ana And The Wolves? ",Ana and the Wolves,Ana And The Wolves,1,1.0000
5df2d970087a11ebbd67ac1f6bf848b6,"Which film has the director who was born later, Three Kinds Of Heat or Stop The Wedding?",insufficient information,Stop The Wedding,0,0.0000
e2e113160bdd11eba7f7acde48001122,What is the award that the director of film Chantilly Lace (Film) got?,no award listed,Emmys,0,0.0000
89760bc40bb011ebab90acde48001122,Who is Prince Jean Of Luxembourg's mother?,Princess Joséphine-Charlotte of Belgium,Princess Joséphine Charlotte of Belgium,0,0.6667
a08505d20bdc11eba7f7acde48001122,Who is the father of the director of film Red 2 (Film)?,unknown,Aldo Parisot,0,0.0000
afbfedfc08c411ebbd8eac1f6bf848b6,"Who died earlier, Gunnar Kulldorff or Gordon Gibson Sr.?",unknown,Gordon Gibson Sr.,0,0.0000
048fa24c089711ebbd76ac1f6bf848b6,"Which film has the director who is older, Stradivari (Film) or Darby'S Rangers?",insufficient information,Darby'S Rangers,0,0.0000
c581990a0bdb11eba7f7acde48001122,Where was the director of film The Girl With The Dragon Tattoo (2009 Film) born?,unknown,Denmark,0,0.0000
7a465cb4095111ebbdaeac1f6bf848b6,Are Transamerica Corporation and World Wonder Ring Stardom both located in the same country?,no,no,1,1.0000
47f733600bda11eba7f7acde48001122,What is the date of death of the director of film Never Fear?,unknown,3 August 1995,0,0.0000
6f0a43a80bde11eba7f7acde48001122,What is the date of death of the director of film Law Of The Border?,"November 19, 2011",19 November 2011,0,1.0000
1dbdfcea0bdb11eba7f7acde48001122,Where was the director of film 33 Scenes From Life born?,Kraków,Kraków,1,1.0000
cf6530d708f311ebbdaaac1f6bf848b6,Who was born first out of Matteo Mancosu and Yoon Jong-Hoon?,unknown,Yoon Jong-Hoon,0,0.0000
0eb54158087b11ebbd67ac1f6bf848b6,"Which film whose director is younger, Gypped In The Penthouse or A Summer'S Tale?","Given strict constraints, and that only Jules White’s birth year (1900) is known, while Rohmer’s is absent, the only defensible answer — per “use ONLY the knowledge graph triples” — is that it cannot be determined. But the expected output format is 1–5 words. “Cannot",A Summer'S Tale,0,0.0000
e35b10de08cd11ebbd93ac1f6bf848b6,"Which film has the director who died later, Paper Bullets or Karakolda Ayna Var?",insufficient information,Karakolda Ayna Var,0,0.0000
3dafdc26089f11ebbd78ac1f6bf848b6,"Which film came out first, P.K.P. (Pilsudski Bought Petliura) or Nalla Idathu Sammandham?",P.K.P. (Pilsudski Bought Petliura),P.K.P. (Pilsudski Bought Petliura),1,1.0000
706064e7087b11ebbd68ac1f6bf848b6,"Who was born later, Norman Hay Forbes or Bruno Foucher?",insufficient information,Bruno Foucher,0,0.0000
7a3da0d0084b11ebbd56ac1f6bf848b6,"Which film has the director who died later, Spring In A Small Town or Cannibal Tours?",insufficient information,Cannibal Tours,0,0.0000
80774c5508f911ebbdaaac1f6bf848b6,"Which magazine came out first, Tit-Bits or Illustreret Nyhedsblad?","Hence, the only magazine with a verifiable start date is Illustreret Nyhedsblad, and no triple",Illustreret Nyhedsblad,0,0.2667
24c40fd9099c11ebbdb0ac1f6bf848b6,Are both Unity Station and Saskatoon Station (Canadian Pacific Railway) located in the same country?,yes,yes,1,1.0000
efa871c8085611ebbd59ac1f6bf848b6,Are Nastia Liukin and Alice Gerstenberg both from the same country?,yes,yes,1,1.0000
16b3e34d085711ebbd59ac1f6bf848b6,"Which film was released more recently, Sikuru Hathe or Daughters, Daughters?",Sikuru Hathe,Sikuru Hathe,1,1.0000
0f0ccb9e0bdc11eba7f7acde48001122,Where was the director of film Politics Of Love born?,"Toronto, Ontario","Toronto, Ontario",1,1.0000
bb12fd1a0bdb11eba7f7acde48001122,Who is the spouse of the performer of song Everybody Loves You Now?,insufficient information,Alexis Roderick,0,0.0000
1c884ef208a211ebbd7aac1f6bf848b6,"Who was born later, Alena Stolzová or Ibrahim Al-Saqqar?",Ibrahim Al-Saqqar,Ibrahim Al-Saqqar,1,1.0000
00efceca0bb011ebab90acde48001122,"Who is the father of George, Emperor Of Trebizond?",Emperor Manuel I,Manuel I of Trebizond,0,0.5714
58b2f61c08cb11ebbd92ac1f6bf848b6,"Which film was released more recently, Unseen Forces or The Twilight Saga: Breaking Dawn – Part 1?",insufficient information,The Twilight Saga: Breaking Dawn – Part 1,0,0.0000
27cf588e085011ebbd56ac1f6bf848b6,"Who was born earlier, Kothapalli Jayashankar or Roberto Magris?",Cannot be determined,Kothapalli Jayashankar,0,0.0000
53e18b8c0bb011ebab90acde48001122,"Who is Ailwyn Fellowes, 1St Baron Ailwyn's paternal grandfather?",unknown,William Henry Fellowes,0,0.0000
2a78f9e9084b11ebbd56ac1f6bf848b6,Are both Pender Harbour Water Aerodrome and Kangiqsujuaq (Wakeham Bay) Airport located in the same country?,yes,yes,1,1.0000
631c2ffb08de11ebbd9eac1f6bf848b6,"Which film came out first, ...And God Created Them or The Little Shop Of Horrors?",The Little Shop Of Horrors,The Little Shop Of Horrors,1,1.0000
874046160bd911eba7f7acde48001122,What is the place of birth of the director of film It'S The Rage (Film)?,- Sidney J. Furie:,American,0,0.0000
7b33f605088411ebbd6dac1f6bf848b6,"Which film has the director died later, Taipei Story or The Ballad Of Cossack Golota?",unknown,Taipei Story,0,0.0000
0bbded440bda11eba7f7acde48001122,Which country the director of film Daadagiri is from?,Pakistan,Pakistan,1,1.0000
855bfaea0bdc11eba7f7acde48001122,Where was the husband of Princess Maria Immaculata Of Bourbon-Two Sicilies (1844–1899) born?,unknown,Florence,0,0.0000
80cea3ec0baf11ebab90acde48001122,"Who is the paternal grandfather of Johann, Count Of Cleves?",Dietrich VI,"Dietrich VI, Count of Cleves",0,0.5714
0468fbec0bda11eba7f7acde48001122,"Who is the father of the performer of song Theme From New York, New York?",Vincente Minnelli,Vincente Minnelli,1,1.0000
5e9d435708f711ebbdaaac1f6bf848b6,Does Shunya Yoshimi have the same nationality as Lily Van Den Broecke?,no,no,1,1.0000
f26ca8aa087611ebbd67ac1f6bf848b6,"Who died first, Gustav Philipp Mörl or Giuseppe Diotti?",unknown,Gustav Philipp Mörl,0,0.0000
8aea31a8087011ebbd63ac1f6bf848b6,"Which film has the director who was born first, Hell Up In Harlem or The Soviet Story?",insufficient information,Hell Up In Harlem,0,0.0000
5a0c9c7408c011ebbd8aac1f6bf848b6,"Who was born earlier, Agustín Lavezzi or Jean Guillaume Audinet-Serville?",insufficient information,Jean Guillaume Audinet-Serville,0,0.0000
2ce41efe0bde11eba7f7acde48001122,"What is the date of death of Christopher Bathurst, 3Rd Viscount Bledisloe's father?",17 September 1979,17 September 1979,1,1.0000
081c7c960bda11eba7f7acde48001122,Where was the place of death of the performer of song Dream-A-Lot'S Theme (I Will Live For Love)?,unknown,Naples,0,0.0000
f90a5d6a0bdc11eba7f7acde48001122,Where did the director of film Barakat! study?,IDHEC,Institut des hautes études cinématographiques,0,0.0000
acd70b040bdd11eba7f7acde48001122,Which country the performer of song Sweet Leilani is from?,United States,America,0,0.0000
8223ad8e097811ebbdb0ac1f6bf848b6,"Which film was released first, The Beginning Or The End or Hold Back The Night?",The Beginning or the End,The Beginning Or The End,1,1.0000
c7c0fbdc0bdd11eba7f7acde48001122,Who is the spouse of the director of film Soldier (1998 American Film)?,unknown,Milla,0,0.0000
15601bc708c711ebbd91ac1f6bf848b6,"Which film has the director who is older than the other, A Dangerous Woman (1993 Film) or Emmy Of Stork'S Nest? ","- A Dangerous Woman released 1993 → its director must be alive and active then. Even if Stephen Gyllenhaal were born in, say, 1950, he’d be ~43 in 1993 — still much younger than William Nigh (who died in 1955, aged 74). So William Nigh is objectively older — and this follows *only* from the given triples: his birth (1881) and death (1",Emmy Of Stork'S Nest,0,0.0000
5896e7a80bdd11eba7f7acde48001122,Which country the director of film Hollow (2014 Film) is from?,Vietnam,America,0,0.0000
e81fc7b0087111ebbd64ac1f6bf848b6,"Who died first, Christopher Monck, 2Nd Duke Of Albemarle or Chang Kyou-Chul?",Christopher Monck,"Christopher Monck, 2Nd Duke Of Albemarle",0,0.5000
5deff9420bdd11eba7f7acde48001122,"What is the date of death of Matilda Of Boulogne, Duchess Of Brabant's mother?",unknown,25 July 1182,0,0.0000
c7a9e30308ae11ebbd83ac1f6bf848b6,"Which film has the director who died later, Gang Bullets or Day Of The Idiots?",insufficient information,Day Of The Idiots,0,0.0000
96db3af80bda11eba7f7acde48001122,"Who is the spouse of the director of film One, But A Lion!?",Karin Molander and Elsa Fahlberg,Karin Molander,0,0.5714
e036fe320bdd11eba7f7acde48001122,Where was the performer of song Old Money (Lana Del Rey Song) born?,New York City,New York,0,0.8000
ed415b0208b511ebbd88ac1f6bf848b6,"Which film has the director died earlier, Il Disertore or The Battle Of Algiers?",insufficient information,The Battle Of Algiers,0,0.0000
13f3480e0bdc11eba7f7acde48001122,When did Bud Roper's father die?,unknown,"April 30, 1971",0,0.0000
b7afade20bdd11eba7f7acde48001122,"Which country the performer of song Gå Och Göm Dig, Åke Tråk is from?",Sweden,Sweden,1,1.0000
9a1b06b60bdb11eba7f7acde48001122,Where does the director of film Podokkhep work at?,Florida Atlantic University,Florida Atlantic,0,0.8000
b34f43d1087b11ebbd69ac1f6bf848b6,"Which film has the director who died later, Elle Boit Pas, Elle Fume Pas, Elle Drague Pas, Mais... Elle Cause ! or The Very Eye Of Night?",insufficient information,"Elle Boit Pas, Elle Fume Pas, Elle Drague Pas, Mais... Elle Cause !",0,0.0000
71530df00bdb11eba7f7acde48001122,Who is the spouse of the director of film Aladdin Aur Jadui Chirag?,Fearless Nadia,Fearless Nadia,1,1.0000
91e7e3780baf11ebab90acde48001122,Who is the father-in-law of Ri Sol-Ju?,unknown,Kim Jong-il,0,0.0000
6ede801c08da11ebbd9cac1f6bf848b6,"Which film has the director who is older than the other, Blue Blood And Red or The Longshot? ",insufficient information,Blue Blood And Red,0,0.0000
44031d3c086f11ebbd62ac1f6bf848b6,"Are the bands Attitude Adjustment and Blue (English Group), from the same country?",no,no,1,1.0000
7f91e578086e11ebbd62ac1f6bf848b6,"Who was born later, Victor Bangert or Simone Fontecchio?",Simone Fontecchio,Simone Fontecchio,1,1.0000
ee212a820bdc11eba7f7acde48001122,What is the place of birth of the director of film The Trail Of The Lonesome Pine (1923 Film)?,"Richmond, Virginia",Richmond,0,0.6667
75a4468108ca11ebbd92ac1f6bf848b6,"Who was born later, John Milton Mackie or Marion Gray?",unknown,Marion Gray,0,0.0000
1816ca87095011ebbdaeac1f6bf848b6,"Which film came out earlier, The Gentle Gunman or A Maori Maid'S Love?",A Maori Maid's Love,A Maori Maid'S Love,1,1.0000
89022ba60bdc11eba7f7acde48001122,Where was the director of film Poison Ivy: The New Seduction born?,"- Brian Patrick Kennedy: ""is born -->",L.A.,0,0.0000
1a5823a1088e11ebbd70ac1f6bf848b6,"Which film has the director who is older than the other, Target Zero or A Midnight Clear? ",unknown,Target Zero,0,0.0000
93bdd2060bdd11eba7f7acde48001122,"When did Charles Sackville-West, 6Th Earl De La Warr's father die?",unknown,23 February 1869,0,0.0000
31eeaa6608cf11ebbd94ac1f6bf848b6,"Which film has the director died later, Struggle For Eagle Peak or Einer Spinnt Immer?",insufficient information,Einer Spinnt Immer,0,0.0000
9af5e9640bdd11eba7f7acde48001122,Where does Douglas Gresham's father work at?,unknown,Magdalen College,0,0.0000
67c784f708d811ebbd9bac1f6bf848b6,"Which film has the director who died earlier, Precocious Youth or Three Girls About Town?",insufficient information,Precocious Youth,0,0.0000
a7c95d2b088511ebbd6dac1f6bf848b6,"Which film whose director is younger, The Pulse Of Life or The Hungover Games?",insufficient information,The Hungover Games,0,0.0000
6a765fc60bb011ebab90acde48001122,Who is the paternal grandfather of Princess Yasmin Aga Khan?,No triple identifies who Aga,Aga Khan III,0,0.2500
d3dd2d04085f11ebbd5dac1f6bf848b6,"Which film has the director born later, Barbarosa or Stories Of The Revolution?",insufficient information,Barbarosa,0,0.0000
077b294e0bdb11eba7f7acde48001122,What is the place of birth of the creator of Miss Seventeen?,"However, standard",Tehran,0,0.0000
bf847e1a086511ebbd5eac1f6bf848b6,"Who was born later, Tyreek Burwell or Eric Boulton?",Tyreek Burwell,Tyreek Burwell,1,1.0000
8f950536085a11ebbd5cac1f6bf848b6,"Who was born first, Cornelis Gijsbert Gerrit Jan Van Steenis or Tarsem King, Baron King Of West Bromwich?",Cannot be determined,Cornelis Gijsbert Gerrit Jan Van Steenis,0,0.0000
0167e737086111ebbd5dac1f6bf848b6,"Who was born first, Dennis E. Nolan or Humberto Anguiano?",insufficient information,Dennis E. Nolan,0,0.0000
87ceaacc0bda11eba7f7acde48001122,What is the place of birth of Zhu Gaoxu's father?,unknown,Nanjing,0,0.0000
43dd26de086211ebbd5dac1f6bf848b6,"Which film was released more recently, The Petty Girl or Pulijanmam?",insufficient information,Pulijanmam,0,0.0000
7032bda20baf11ebab90acde48001122,"Who is Louis Armand I, Prince Of Conti's father?",Armand de Bourbon,"Armand de Bourbon, Prince of Conti",0,0.6667
9078bc380baf11ebab90acde48001122,"Who is Philibert I, Duke Of Savoy's mother-in-law?",unknown,Bona of Savoy,0,0.0000
fb4d4eee088e11ebbd70ac1f6bf848b6,"Which film has the director born first, Jackass 3D or De Damescoupeur?",insufficient information,De Damescoupeur,0,0.0000
acdf3b1e08d411ebbd96ac1f6bf848b6,Are Nancy Drew… Trouble Shooter and Wilderness (Miniseries) both from the same country?,no,no,1,1.0000
897bcb4a0bb011ebab90acde48001122,Who is Jan Iii Of Oświęcim's paternal grandfather?,Jan I the Scholastic,Jan I the Scholastic,1,1.0000
